# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P0 	: 돈매니벌어야쥬
P1 	: 아저씨로 더 나아가면 안돼
P0 	: 메꿀람
P2 	: 존웃
P0 	: (현실적)
P0 	: ㅋㅌㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 웃긴건
P0 	: 엉
P1 	: 엉
P2 	: 둘다 딴얘기
P2 	: 답장보소
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 존욱ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 칼답
P1 	: 여러분
P0 	: 오늘뽕뽑아야지
P1 	: 잘하고았오
P0 	: 안그래?
P2 	: 잘하거잇오
P0 	: &name1& 낼 옴마랑
P0 	: 트레이더스갈예정
P1 	: 야
P2 	: 낮에 얼마나 애가탓는데요
P0 	: 헤헿
P1 	: 그래도 틈틈히
P0 	: &name1&가 운전하오만
P1 	: 웃기라도 해야함
P1 	: 전 내일 풀타임 밤브오만
P2 	: 밤브가노먀
P0 	: 맞네
P1 	: 바빠요
P0 	: &name2&
P0 	: 낼 생파
P1 	: 하지만 놓치지 않을거에요
P2 	: 아
P0 	: 어머니랑 초밥
P1 	: 출근 생파 엄초밥
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 미친 스케줄인데요7
P1 	: 하지만 우리의 대화는 계속 된다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 심지어 초밥 8시 예약임
P2 	: 과연
P1 	: ㅋㅋㅋㅋ
P2 	: 아니 야식아니에여
P0 	: 생파 밥먹고
P2 	: 그정도면 ?
P0 	: 카페만 갔다가
P1 	: ㅋㅋㅋㅋ존웃
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 슥와야죠
P1 	: 동래라서 오져
P0 	: &name1& 낼 연산동 가오만
P2 	: 먹고 집오면 11시일듯
P1 	: 차 개막힐거닽아서 그냥 8시로 잡음
P0 	: 데헤헤헤
P1 	: 굿
P2 	: 다들 부산행이로군
P1 	: 트레이더스에서 뭐삼
P2 	: 난 집에나 잇어야지 ㅎ
P0 	: 담주에 갈때
P0 	: 사위반찬ㅋ
P0 	: ㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 사위사랑 장모님
P1 	: 사위사란
P2 	: 받침하나로 영 딴말같너
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그르게
P0 	: 엄마가끓인 육개장 맛있다고
P0 	: 만드는법 알려달라고
P0 	: 혼자끓여보겠다곸ㅋㅋㅋㅋㅋㅋ
P2 	: 야 나도 추어탕 맛있다고 햇자가
P2 	: 추어탕 질리게 먹는다야
P0 	: 열정터짐ㅋㅋㅋㅋ
P1 	: 함부로 뭐 맛있다하면 안됨
P0 	: 찐임 육개장은
P1 	: 그거만 조짐
P2 	: 엉
P2 	: 맛잇긴 맛잇는데요
P1 	: 찐이고 뭐고
P1 	: 그거만 그거만{emoji:…}
P0 	: 님드이앙 달라 ㅠ
P0 	: 일반인수준 아니라고요
P1 	: 아니
P0 	: {emoji}
P1 	: 엄마가 그거 진짜 열심히 해준다고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 알죠 맛있는거
P2 	: 김치도 맛있게 잘 먹엇다구요
P0 	: 그말이아니오만ㅋㅋㅋㅋ
P2 	: 자주만 안해주시면 감사합니다
P1 	: 뭐 맛있다하면 그것만 졸라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3&랑 나는 같은말을 하는거 같소만
P2 	: 엉
P0 	: &name1&는 낼 피자치즈 사야지
P0 	: 끼야호
P2 	: &name1&은 그냥 사위가 열정 넘친단 소리인가
P1 	: 뭐 해먹울거
P2 	: 피자치즈 사서 뭐햐
P0 	: 그냥 쟁여놓으면
P2 	: 먹어
P0 	: 두루두루 쓰잖니
P2 	: 하긴 뭐
P2 	: 어딜 넣어도 마시찌
P0 	: 
	  치트키 아니오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맞고
P2 	: 우리집에 까르보나라
P1 	: 용
P2 	: 소스랑 스파게티면 잇는데
P2 	: 와서 해줄사람
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존웃
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 해먹어야지 하는데
P0 	: 그정도면 전자렌지돌려도 되겠소만
P2 	: 엄두 안나네 후
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name2&네집에서 만든거
P2 	: 스파게티를요 ??
P0 	: 우리집에서 &name3&함테해준거보다 실망적
P0 	: {emoji:😂}
P2 	: 원래 자리바뀌면
P2 	: 실력발휘 안되고요
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그면 내가 재료들고
P2 	: 너네집 갈께
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 눼?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 집비면 와요
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래야 맛잇게 돠겟디 ??
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 비긴 비내고
P1 	: 비어도 쟤가 바쁘다고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안바쁘오먼
P2 	: 뜨에쉬
P0 	: 아
P0 	: 다담주 토욜 된다
P1 	: 뭐가 안바빠요
P0 	: 다다담주 토욜에 보기로함
P1 	: 당욘히 마뤄야지
P0 	: 존나머네 약속
P1 	: &name2&이랑 술마실려면
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 갸아아악
P2 	: 이번에 술은
P2 	: 주제가 만가요
P2 	: 먼
P0 	: 후레쉬하게 소맥
P1 	: 삶의 고난과 역경
P0 	: 뭔뎈ㅋㅋㅋㅋ
P0 	: 주제ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그런주제앾나
P2 	: ㅋㅋㅋㅋㅋ아니 메뉴나 술메뉴
P0 	: 난 술주제말하는줄 ㅎ
P2 	: 물어본건데
P0 	: ㅋㅋㅋㅋㅋ맞제
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 엉ㅋㅋㅋㅋ
P0 	: 급 진지해짐
P2 	: 아니근데 소맥이라뇨
P0 	: 막걸린패스 배부르다
P2 	: 줠라 게임갈기다 갈 분위기 아니쟈나
P0 	: 아님
P2 	: 머리 잡다가 집가야하쟈나
P0 	: 화요 ㄱㄱ
P0 	: 화요토닉
P2 	: 화요 뭐야
P0 	: 근데 토닉타먹으면
P0 	: 술이안취하자나
P0 	: {share:info}
P1 	: 골로갈듯
P2 	: 어우 저건또머야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 아니 술은 내가 젤 자주마시는데
P2 	: 너넨 왜케 다양하니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 전 아니에요
P0 	: 나 진짜 안마신다
P1 	: 그래
P2 	: 아님 이번엔 그거 사보까
P0 	: 전에는 자주 마셨는데 혼술도하고
P1 	: 뭐요
P0 	: 뭐요
P2 	: 그 맥뽑아마시는
P2 	: 생맥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ무리수여
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 몇번해먹겠어
P1 	: 왜이래요
P0 	: 워워
P2 	: {share:info}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이겈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 거품 무슨일
P2 	: 다마실때까지 못나그아!!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 저거 거품 뭔데
P2 	: 저사람이 못따른듯
P0 	: 양주먹을래...?
P2 	: 잔을 더 기울려야지
P2 	: 님 왜그래요
P0 	: 집에 시바스우앵웅
P2 	: 못마시면서 왜케 쎈거
P0 	: 있다
P1 	: 거품을 먹는거야 맥주를 먹는거야
P2 	: 울집엔 발렌5년산잇다
P1 	: 뭔데 양주는 또
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 몰라
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 소맥 안땡갸하시는거같아서 ㅎ
P2 	: 쟤 무셔워 맨날 저러고
P2 	: 덜마시자나
P2 	: 남댜나
P1 	: 마자
P0 	: 아니가든요
P1 	: 입털기 고수임
P0 	: {emoji:😭}
P2 	: 일단 소주 맥주 준비해야겟군
P2 	: 토닉이랑
P1 	: 입만 종라 털어댁
P0 	: 근데 2주뒤인데
P0 	: 벌써 생각중
P2 	: 엉
P0 	: 생각만거창하고
P2 	: 그래야 즐거워지지
P2 	: 일주일이
P0 	: 막상 당일되면 뭐먹어...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 마자맨날
P2 	: 아 그거 안땡기던데캨ㅋㅋㅋㅋ
P0 	: 님들
P0 	:  남포통닭먹고시포
P2 	: 왜용
P0 	: 찜콩해줘
P0 	: 후보로
P2 	: 과연 2주동안 안먹을것인가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 참다가 만나기 3일전에 먹을듯
P1 	: 그 사이에 조지는거 아니냐
P0 	: 모르졍
P1 	: 조질거 같아
P0 	: ㅋㅋㅋㅋㅋㅋㅋ존버가능할지
P1 	: 큽
P0 	: 그래서 소맥임?
P2 	: 일단은
P2 	: 소맥하자요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 두개 다 잇으면 입맛대로 먹긋지
P1 	: 그랴 다 먹을겨
P2 	: 안주는 가벼운걸로
P2 	: 아님 걍 할맥 이런데서 걍 다시켜
P0 	: 하지만 헤비해지겠지ㅋㅋㅋㅋㅋㅋ
P2 	: 그런의미에서 남포 아웃
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 떼잉
P2 	: 먹을꺼면 일단 남포에다 소맥 조지고나서
P2 	: 딴거 정하긔
P2 	: 안그럼 먹다가 제사지낸다
P0 	: ㅋㅋㅋㅋㅋ일단킵
P0 	: 하나씩 써주겠니?
P1 	: 그래
P0 	: 응
P1 	: 펜하 끝났오
P0 	: 봤나ㅋㅋㅋㅋ
P1 	: 틈틈히 봄
P2 	: 난 낼 재방봐야게따리
P1 	: 뭔가 1편에 뭘 많이 담아놔서 복잡시럽
P0 	: ㅎㅇ
P1 	: ㅎㅇ
P0 	: 다시자야겠소
P0 	: 조심히 출근하씨오
P1 	: 잘자씨옹
P2 	: 나도 6시반에 깸ㅎ
P1 	: 다덜 왜 이래
P0 	: 다시잤뚀
P1 	: 일어나떠?
P2 	: 어휴
P2 	: 세이프해따
P2 	: 오늘 학원 보충 수업때매 한시간 일찍 옴(힘듦)
P1 	: 난 존나 일중
P1 	: {emoji}
P0 	: 큽
P0 	: 좀나 버티시긔
P1 	: 그거아니
P2 	: 어떤거요
P0 	: 모야
P2 	: 그러게 궁금허게하고 사라짐
P2 	: ㅋㅋㅋㅋㅋ
P1 	: 집에 가고 싶음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 벌써 힘들어
P2 	: {share:photo}
P2 	: 그늘밑에 잇으니 조쿠나
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 겹다야
P2 	: {share:photo}
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 무테안경 무슨일이세요
P0 	: 하이고
P0 	: 귀욥다야
P2 	: 아재미 흘러넘친0
P1 	: 어디서 본거 같음
P1 	: 지하철 이런데서
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 꼬장꼬장한
P0 	: 왼쪽은 배달원느낌
P1 	: 서류가방들고 댕기는거
P2 	: 아재느낌
P1 	: ㅋㅋㅋㅋ
P2 	: 만만치않은 꼬장함
P0 	: 오른쪽 찐꼬장
P2 	: {share:photo}
P1 	: 머리가 찐이고
P0 	: 지하철에서 종이신문읽을삘
P2 	: 등산가자 열쩡열쩡열쩡
P1 	: 배경 뭔데ㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 존나웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존귀여
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 간만에 스노우하니 재밋네
P0 	: 귀얍네여
P2 	: {share:photo}
P2 	: {share:photo}
P2 	: {share:video}
P1 	: ㅋㅋㅋ
P2 	: 위에 두개는 좀 잘어울리는뒈
P0 	: 존귀다얔ㅋㅋㅋㅋ
P0 	: 이제 좀있음 말하겠는데
P0 	: 혼자 옹알옹알하는거보니
P1 	: 몇시에 감
P2 	: &name1&??
P0 	: &name1&?
P0 	: 11시에씻을예정
P1 	: 그르쿤여
P0 	: 다댜미 바뾰?
P1 	: 바쁘진 않고
P1 	: 끊임없이 일하고있음
P0 	: 마감하오?
P1 	: 넹 외주비 마감스
P0 	: 또륵
P0 	: 님 시간안갈듯
P1 	: 잘 가긴 함
P1 	: 벌써 한시간 남앗넹
P2 	: 어휴 폭풍 장보기
P1 	: 고생햇긔
P0 	: 고생했긩
P1 	: 잠오쟈나
P2 	: &name4&는 오늘 칠구집 가서 놀긔
P0 	: 저번에 그칭구?
P2 	: 웅
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: &name10&이였나
P0 	: 친친이고
P2 	: 엉 &name10&이 ㅋㅋㅋㅋ
P2 	: &name10&가 &name4&보고 단짝친구 하자햇음
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: &name4&는 그럼 다른친구들은 ....?
P2 	: 평화주의자
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 고민했나봄
P1 	: 앜ㅋㅋㅋㅋㅋ
P1 	: 평화주의자ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 왠만하면 그래 !! 할수도 잇을텐데
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 졸라웃기네ㅋㅋㅋㅋㅋ
P1 	: 귀여운것
P2 	: ㅋㅋㅋㅋㅋㅋㅋ &name10&만 머쓱
P1 	: &name4& 좋겠네 오늘ㅋㅋㅋ
P2 	: 갈때 인사도 안하고 뒤도 안돌아보고 갓음
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 솔이 손잡고
P0 	: ㅎ
P0 	: 연산동 트레이더스 새로생겼다해서 왔는데
P0 	: 존나멀고 차막히고
P0 	: 거의광안리다..ㅎ
P0 	: 기쪽쪽 빨렸음
P1 	: 운전하느라 고생하셨어여
P2 	: 어우 아직 오는 길이 남아따리
P0 	: 이제계산중...
P0 	: &name2&는 즐거운생파중?
P1 	: 그냥 떡볶이 먹고 누워있음
P0 	: 친구집?
P1 	: 엉ㅋㅋㅋ 누워있었음
P2 	: ㅋㅋㅋㅋㅋ 본인집에 누워잇는줄
P2 	: 이틀 연속 떡볶이에요 ??
P1 	: 어제 떡볶이 안먹었재나
P2 	: 아 안먹어썽 ??
P2 	: 먹은줄
P0 	: 태리떡볶이먹니
P0 	: 난 신세계옴
P1 	: 배떡 삼계 먹음ㅋㅋㅋ
P0 	: 삼계셨어요?
P1 	: 니네집 위에 아이파크오
P2 	: 부산에서 하는줄
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: &name1&은 오늘 집가자마자 뻗겟는디
P0 	: 집옴
P1 	: 피곤하겠자
P1 	: 난 진짜 피곤함
P0 	: 님 피곤할만함
P0 	: 이제슬일어나서 어머니데리러가야하는거아니가
P2 	: 넘어가야하쟈나
P0 	: 엉
P0 	: 나 트레이더스갈때 김해에서 길잘못들어서 국도로 갔는데 만덕터널까지 꼬불꼬불 돌아서 갔음...
P2 	: 어이구
P2 	: 오늘 다리 근육통 오질듯
P0 	: ㅋㅋㅋㅋ괜춘
P0 	: 트레이더스는 명지를 가는걸로..ㅎ
P0 	: {share:photo}
P2 	: 왜
P2 	: 이제서냐
P2 	: 야
P0 	: ㅋㅋㅋㅋ몰랐쟈냐
P0 	: 담주에나오네
P0 	: &name3&는 뭐함
P2 	: &name5& 머리 자르고 씻기고
P2 	: 집 청소중인데
P0 	: 바뿌네
P2 	: {share:photo}
P2 	: 한쪽에서 어지르고 계심
P0 	: ㅋㅋㅋㅋ무한청소아니가
P2 	: ㅎ
P0 	: ㅎㅌ
P2 	: 하면서 한숨이 절로 나오네여
P0 	: ㅋㅋㅋㅋㅋ냅두 걍
P0 	: 대충치워여 ㅎ
P2 	: 빨래만 돌리고 그만둠
P2 	: ㅎ
P1 	: 나 이제 부산으로 출발
P0 	: ㅎㅌ
P0 	: 차밀맇듯
P2 	: 슬마요
P0 	: 맞을드슈ㅠㅠㅠ
P0 	: 난 오늘 떡볶이 2개남기고 헤치웠다
P1 	: 차 막히쟈나
P2 	: ㅠㅠㅠㅠㅠ 조바심 나쟈나
P0 	: 어디쯤?
P2 	: 난 모짜치즈 잇었으면 신전 헤치웟을텐데
P2 	: 아까 갈릭에 찍어먹어봣지만
P1 	: 만덕터널안이쟈나
P2 	: 소용 없엇다고한다
P2 	: 어휴 만덕 그래도 거기만 지나면 슝슝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘 하품 졸라 마니 함
P2 	: 안하는게 이상해요
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 접때도 토욜 퇴근하고 술마실때도 ㅋㅋㅋㅋ
P2 	: 잣쟈나
P0 	: &name3& 치즈좀줄까
P0 	: 피자치즈ㅋㅋㅋㅋ
P1 	: 야 미친
P1 	: 8시에 예약하고 왔는데
P1 	: 7시반 예약한 것들이 들어오더니 자기 7시반 예약했다고
P1 	: ;;;;;도른거 아니냐 진짜
P1 	: 우리보고 20분 기다리라함
P2 	: 치즈 달라고 할걸
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 헐 ??
P2 	: 늦게왓으면 짜져야지
P2 	: 왜 밀림
P1 	: 야 글치않나
P1 	: 내가 이상한거 아니제
P1 	: 내가 왜 더 기다려야함
P1 	: 난 내가 예약한 시간에 제때 왔는데
P2 	: 엉 지네가 기다렷다가 드와야지
P0 	: 자기들이 짜져야지
P0 	: 어이없네
P0 	: 파워당당아니냐
P0 	: 주인한테 따지지
P2 	: 그러니까요
P2 	: 험난하다 증말
P0 	: 아직도못먹나
P1 	: 들어왔는데
P1 	: 존나 오래걸림
P1 	: 새우튀김 시켰는데 안된다는거야 그래서 오빠가 빡쳐서 그럼 안되는게 뭐냐고 하니까 존나 많음;;;
P0 	: {emoji}
P1 	: 존나 애들 일머리 개못함
P1 	: 일머리 무슨일
P1 	: 다른거 시키셔야겠는데요 하길래 오빠가 그럼 메뉴를 가져다줘야 시킬거 아니냐곸ㅋㅋㅋ 그래서 그럼 모듬 튀김 달라고 하니까 이것도 안된다고 그래서 안되는걸 먼저 알려달라고함
P2 	: 안되는게 많으면 되는걸 얘기해주덩가
P2 	: 메뉴판 보고 설명을 해줘야지 뭐하는 짓
P2 	: 어이구 속답답
P1 	: 진짜 일 드럽게 못하지 않나
P2 	: 엉
P2 	: 개답답
P1 	: 답답햐
P0 	: 님들 일요일이야
P2 	: ㅎ ...
P2 	: 이&name5&는 오늘도 6시반 기상
P2 	: 개피곤허다
P0 	: 어우ㅋㅋㅋㅋ
P0 	: 난 밥먹어요
P2 	: 난 밥해요
P0 	: 옴마 화이팅
P1 	: 난 아침에 일어났다 지금 재기상
P0 	: &account&
P0 	: 인서타 친추해주세오
P1 	: ㅇㅇ
P2 	: 해떠여
P0 	: ㄱㅅ영
P0 	: 우리분발해야해
P1 	: 상태가 심사과오?
P0 	: 아직안봤지만여
P1 	: 노트북 타임을 가져야겠군
P0 	: 쪕...
P1 	: ㅋㅋㅋㅋ힘냅세
P0 	: 구래
P0 	: 원투원
P1 	: 우린 할 수 있어
P0 	: ㅇ잊지마
P1 	: 마저
P0 	: 웅
P1 	: 오늘&name1& 모함
P0 	: 데이흐
P0 	: ㅎ
P1 	: 치명적이네
P0 	: 쪕
P0 	: 님
P1 	: 왜
P0 	: 어제그래서
P1 	: 엉
P0 	: 뭐먹음
P1 	: 초밥
P0 	: 큽
P1 	: 풀로스
P0 	: 네이버 후기남기지
P1 	: 사시미
P0 	: 맛은있더나
P1 	: 그러고 보니 영수증도 안주네
P1 	: 맛은 있음
P0 	: ㅋㅋㅋㅋ진기분
P1 	: 근데 다시 안갈듯 짜중나서
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 주차도 그냥 유료주차장에 해야하소
P1 	: 저녁장사만 하고
P0 	: 아까비
P1 	: 심지어 기본 반찬 있자나
P0 	: 주차비
P0 	: 엉
P1 	: 락교
P0 	: 엉
P1 	: 샐러드 이런거
P1 	: 안줌
P0 	: 글치 주지
P0 	: 애ㅣㅔㅇ
P1 	: 그래서 안주냐고 하니까
P0 	: 머그런
P1 	: 아 죄성해여;;
P0 	: 재쉅메 가게가ㅋㅋㅋㅋ
P1 	: 하고 샐러드 세개만 둘고옴
P0 	: 존나비싼척인기분이고
P1 	: 더 빡치는건 튀김 안된다허고
P0 	: 우리가 돈내고 맛보게해주겠다 이런마인드느낌인데
P1 	: 내 뒤에 시킨 테이블에 튀김나감
P0 	: 눼?
P1 	: 존나 뭔데 시불탱
P0 	: 개빡치너
P1 	: 초밥 먹는데 얼굴이 안표짐
P0 	: 동래만아니였음
P1 	: 엄마가 입맛없다햐서 간거라 참음 진짜
P0 	: 딴가게갔다
P0 	: 큽
P1 	: 엉
P1 	: 딘짜로
P0 	: 개빡쵸
P1 	: 진짜 빡침
P0 	: ㅂㄷㅂㄷ
P1 	: 알바 존나 매너리즘빠진거같도라
P1 	: 맥아리도 없는게
P1 	: 일머리도 없어서
P0 	: ㅋㅋㅋㅋ떼려쳣
P1 	: 그래서 안갈라구 맛은 있음
P0 	: 우ㅏㅅ집에서 피아노친다
P1 	: 잘 치나
P2 	: 밥차려주고와도
P2 	: 또
P2 	: 배고프다 ㅠㅠ
P1 	: 뭐 안먹었냐능
P0 	: 뭐먹었움
P1 	: 난 유부초밥 라면
P0 	: 난 또띠아치킨랩
P1 	: 잘 먹었네유
P1 	: 아 생리 이틀차라 죽것슈
P0 	: 요양해야할듯
P1 	: 우리 &name1& 카톡 자주해야해
P0 	: 오야
P1 	: &name2&이 잊지마
P0 	: 잠잉오네요
P1 	: 언제 만나
P0 	: 우리?
P0 	: 나?
P1 	: 니
P0 	: 2시요
P1 	: 좀 남았군
P0 	: ㅇㅇ누워있음ㅋㅋ
P2 	: &name5& 업은채로 밥차려주고
P2 	: 침대에 눕혀서 재우는중이라 밥 못머금
P1 	: 만나서 모해요
P0 	: 글쎄영
P0 	: 주말에도일하는 엄마네
P0 	: {emoji}
P1 	: 밥에 헤어질거같구먼
P0 	: 밥?
P1 	: 밤
P0 	: 아아
P0 	: 하핫
P2 	: 잠와아ㅏ
P0 	: 나도오
P1 	: &name2&이는 배아파
P0 	: 약모굥
P1 	: 먹어또
P0 	: 잘해뚀
P0 	: 올가미 스럴리가 장르가ㅋㅋㅋ
P1 	: 스릴로맨스랄ㅋ가
P1 	: 혐관맛집
P0 	: 혐관?
P1 	: 혐오관계라던뎅
P0 	: ㅋㅋㅋㅋ어쩐지 큽...아직셀렘따위없어
P1 	: 좀만 참고 보세요
P1 	: 맛집
P0 	: 구랭
P1 	: 선샐님
P0 	: 왜용
P1 	: 이제 만나러가?
P0 	: 이제나가용
P2 	: 올가미 뭔뎅
P2 	: 영화 ?
P0 	: 웹튠
P1 	: &name2& 추천작이었소만
P1 	: {emoji}
P2 	: 아 ??
P2 	: 그래 ??
P1 	: 눼ㅠㅠ
P2 	: 순간 미저리 영화랑 헷갈렷음
P1 	: 미저리ㅋㅋㅋㅋㅋㅋ
P0 	: 미저리는 뭐요
P1 	: 백화점 마트가 최고다
P1 	: 개시원
P1 	: 님덜 다 어디갓어
P2 	: 미저리는 영환데 스토커 같은 집착하는 얘기 ??
P2 	: 안봣지만 그런뜻으로만 많이 들어봣던듯
P2 	: 난 밥먹고와떠
P1 	: &name1& 없으니 우리하도 하자ㅠㅠ
P2 	: 데뚜하고 있어성
P2 	: ㅋㅋㅋㅋ
P1 	: 마저
P2 	: {share:photo}
P1 	: 또 어디 운전셔틀 하고 있는거 아니냐고
P1 	: 뭐 시킴
P2 	: 나으 언박싱을 함께 할뤠 ?
P2 	: 돌잔치 준비할라꼬 일회용 접시랑
P2 	: 라면이랑 이것저것 시켯는데 다왓구먼
P2 	: 어디갓숴 할얘기 많은뒈
P1 	: 세제 주문한다고
P1 	: 근데 뭐 졸라 많아 보림
P2 	: {share:photo}
P2 	: 포장 뭐임
P1 	: 과대포장 오져ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ 저거하나 포장하는데 비닐 크기 머슨일
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 졸라웃기넼ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 들어보고 어이없어서 웃음나옴
P1 	: 저거 포장하던 알바도 어이없었을듯
P2 	: 뭐고 하면서
P2 	: {share:photo}
P2 	: 플라스틱 접시야
P2 	: 퀄리티 괜찮찌
P1 	: 워
P1 	: 예쁜디
P2 	: {share:photo}
P1 	: 저 위에께 괜춘한듯ㅋㅋㅋㅋ
P2 	: 뷔페느낌 낭낭
P1 	: 돌 상차린거 보고싶재나
P2 	: 차리면 보여주껭 ㅋㅋㅋ
P2 	: {share:photo}
P2 	: 더파티 푸드박스 주문해놈 근데 저대로 올리자니 좀 그래서 일회용접시 삿음 ㅋㅋㅋ
P1 	: 오늘이었너
P1 	: 담주인줄
P2 	: 아녀
P2 	: 저건 푸드박스 후기
P2 	: {share:photo}
P2 	: ㅋㅋㅋㅋㅋ 담주 맞아여
P1 	: ㅋㅋㅋㅋㅋ놀랫
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 오늘이엇음 이미 끝낫을듯
