# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P0 	: 오빠도 수업 시작이겠고만
P1 	: 그렇습니다용~
P1 	: 한 10시쯤에 밥먹어야징
P1 	: 히히
P1 	: 쟈기!!
P1 	: 나 인물사진 찍는거 다 통과됐당
P1 	: 오옹
P1 	: {emoji}
P0 	: 할
P0 	: 진짜?????
P0 	: 뭐야
P0 	: 나 진짜 잘찍어줬나바
P1 	: 웅웅 통과얌
P0 	: 키킼
P1 	: 오예~~
P1 	: 넷마블~
P0 	: 오늘도 돈벌쟈!!
P0 	: 와우
P1 	: 조아조앙
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아침부터..
P0 	: 넷마블이네..
P0 	: ㅎㅎ
P1 	: 넷~마블~
P1 	: &name1&가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 세뇌시켜쒀..
P0 	: 계속 생각나지~?
P1 	: 우웅..
P1 	: {system:delete}
P1 	: 아니아닝
P0 	: ??^^
P1 	: 웃겨서
P1 	: 웃었엉 ㅎ.ㅎ
P0 	: 웅ㅎ.ㅎ
P0 	: 엑
P1 	: 오타났당
P1 	: 휴~
P0 	: 캡쳐할껄
P1 	: 식은땀 주르륵
P0 	: 바로 삭제해보리네
P1 	: {emoji}
P0 	: 차암
P0 	: ~
P1 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P1 	: 사랑한다구 했당
P0 	: {emoji}
P0 	: 웅
P0 	: !!!!!!
P1 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P0 	: 나도 가져온거
P0 	: 충전하구
P0 	: 그걸로 사진찍으면
P0 	: 통과하겠디
P1 	: 오옹
P1 	: 마쟈!!!
P1 	: 오늘 우리 진쨔
P1 	: 10만원 채우쟝
P1 	: ㅎ.ㅎ
P1 	: 다 &name1& 덕분이얌{emoji:❤}
P1 	: 보조배터리 충전하려구
P1 	: 가방 뒤적뒤적 했는뎅
P1 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진쨔 물티슈밖에 안잡혀서
P1 	: 다 꺼내봤더닝
P1 	: 엄청 많앙
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 열심히 빼돌린 보람이 있구만
P0 	: ㅎㅎㅎㅎㅎ
P0 	: 또 빼돌려야징
P0 	: 나 어제 4700원 환전하구
P0 	: 오늘다시보니깐
P0 	: {share:photo}
P0 	: 8700원 또 환전 가능해서
P0 	: 신청하구와따
P1 	: 조아조앙 물티슈 탑 쌓을랭 ㅎ.ㅎ
P1 	: 우왕
P1 	: 대박이얌 쟈깅!!!!
P1 	: 어떤 미션으로 저렇게 쌓은거얌..?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ아 그거
P0 	: 학교 와이파이로 또 할려했는데
P0 	: 작업중단 됐오...
P0 	: ㄴㄴ만 치면 끝인데
P0 	: 어제 더 열심히할껄..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 또 충전 될거얌~
P1 	: Sns 사진 분류하기는
P1 	: 언제쯤 풀리는거징
P1 	: 오래 점검중이넹
P1 	: 아 마쟈
P1 	: 나 약먹어야되징
P1 	: 너무 멀쩡해서 이것마저도
P1 	: 까먹구있었넹
P1 	: 밥 이따가 10시반에 먹어야겠당
P0 	: 약 얼만큼 남았어??
P1 	: 오늘 저녁꺼까지 있엉!!
P1 	: 일단 받아온거까지는 다먹으려귱
P0 	: 조앙
P0 	: 남아있는거 다먹어!
P0 	: 아 배고파
P0 	: 빨리 수업 끝나게 해 주세여..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 수업 언제 끝나는뎅?!!
P1 	: {emoji}
P0 	: 아마 12시 전후..?
P0 	: 우리 조는 다 끝내긴 했는데
P0 	: 다른 조가 안 끝났오
P1 	: 아항..?!
P1 	: 오전 수업이 그 쟈기가 모델 됐다는
P1 	: 그 수업이였낭
P0 	: 오
P0 	: 마쟈
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 컨셉정하규
P0 	: 막 색깔 정하고
P0 	: 그러구 이써
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오옹
P1 	: 우리 애기 컨셉은 뭔뎅?!
P0 	: 낰ㅋㅋㅋㅋㅋㅋ오후 세시 익선동에서 남자친구랑 데이트하는 티피오야
P0 	: 그래서 그 내 체형에 맞게 스타일링하고
P0 	: 색 맞추고 메이크업해서
P0 	: 비포 에프터 하는고ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 신기하당!!
P1 	: 컨셉 엄청 디테일한뎅..?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 동까지 정한다구?!
P1 	: 이제 나랑 3시에 익선동 가면 되는건감
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 웃겨ㅋㅋㅋㅋ
P0 	: 근데 교수님이 너무 평범하대
P0 	: 뭘로 바꾸지 레스토랑 가는걸로 바꿀까
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이게 평범하다니..
P0 	: 교수님은 막
P0 	: 그런거 원하셔
P1 	: 익선동도 처음 들어봤구만..
P1 	: 어떤거요??
P0 	: 할로윈 나들이나 패션위크 가는 컨셉으로 하면
P0 	: 다양하게 더 나온다고
P0 	: 데이트는 한계가 있다고...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 일단 파격적인 옷이 없는데요...
P1 	: 그정도면 그냥
P1 	: 특이한걸 보고싶어하는거잖아
P0 	: 집에 있는 옷으로 하라면서요.....
P0 	: 그니깐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠ
P1 	: 모순적이네..
P0 	: {emoji}
P0 	: 쳇
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 고생이 많당 우리 애깅..
P1 	: {emoji}
P1 	: 난 슬슬 우리 애기
P1 	: 데리러 갈준비 해야겠당!
P0 	: 학
P0 	: 조앙
P0 	: {emoji:❤}️
P0 	: 난 밥먹는즁
P0 	: 교수님이 일찍 끝내주셨오
P0 	: 이것보ㅓ!!!!!
P0 	: 학교 편의점에
P0 	: {share:photo}
P0 	: 꼬북칩 신상 있어서
P0 	: 샀오ㅎㅎ
P0 	: {share:photo}
P0 	: 젤리도 샀옹
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ거의 밥 먹으러간게아니라
P0 	: 간식먹으러 갔군,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 후아후아
P1 	: {emoji}
P1 	: 꼬북칩 결국 &name1&가 먼저 찾아냈넹~
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 저건 내일 야금야금 먹어야징
P0 	: 왜 이마트 24엔 안들어오는거양
P0 	: 집 가고싶다...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 원래는 이시간에 집가는건뎅
P1 	: 힝
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 조금만 더 힘냉!!
P1 	: 제가 금방 집까지
P1 	: 모셔다 드리겠습니당
P0 	: 넹..
P0 	: 아직 수업 하려면
P0 	: 50분이나 남았넹
P0 	: {share:photo}
P0 	: 혹시 몰라서 충전기 가져와서
P0 	: 꽂아서 쓰는중ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 훌륭하구만~
P1 	: {emoji}
P1 	: 아주 바람직합니다용
P0 	: {emoji}
P0 	: 힝
P1 	: {emoji}
P1 	: 귀여웡 우리 애깅
P1 	: 나두 보고싶어서 미치게쒀
P1 	: 얼른 준비해서
P1 	: 달려가야징{emoji:❤}
P0 	: {emoji}
P0 	: 후다다다다다닫다다다닫ㄷ
P0 	: {emoji}
P0 	: 웹툰 밀린거나 보구있어야게따
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 후다다다다다ㅏㄱ
P1 	: {emoji}
P1 	: 조아조앙
P1 	: 웹툰보면서 쉬고있엉!!
P1 	: 아 맞당 약먹어야징
P1 	: 또 잊을뻔했넹
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ침은 왜 흘리면서 달려오ㅓㅜㅜ
P0 	: 약 잊지말고
P0 	: 잘챙겨먹엉!
P0 	: 이번주 완벽하게 나아야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웅웅!!
P1 	: 약먹구왔따
P1 	: 침 닦으면서 갈겡 여보
P1 	: ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 손톱만 깎구 출발해야징~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 넹!!!
P0 	: 손톱 또 길었옹??
P1 	: 웅!!
P1 	: 그사이에 좀 빨리 자랐넹
P1 	: 으훔
P1 	: 20분쯤 출발하겠당
P0 	: 알겠습니당
P0 	: 난 이제 수업시작!
P1 	: 넹~~
P1 	: 전 출발합니다용~
P1 	: 빨리 보고싶군!
P1 	: &address&역에서 지하철 기다리는즁~
P1 	: &address&역 거의 도착이당 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 이제 5005번 타구 갑니당!!
P1 	: {emoji}
P0 	: 오옹!!!
P0 	: 알겠습니당
P0 	: 후 나도 수업 끝이얌
P0 	: 오늘 수업시간에 과제물 해서 제출하는거라서
P0 	: 열일했다아..
P0 	: 오빠 멘토링 수업도 오늘한다구
P0 	: 20분전도 소요된대
P0 	: 3시 시작이라소
P0 	: 그래서 그것도 듣구오께!
P1 	: 웅웅!!
P1 	: 나 이제 버스 내렸당
P1 	: 4층 가있을게용!
P1 	: 휴게실 도착입니닷{emoji:❤}
P0 	: 좀만 기다료{emoji:💗}
P1 	: 빨리왕 애깅{emoji:😘}
P1 	: {emoji}
P0 	: 오!
P0 	: 버스 출발했댕
P0 	: 조심히 강
P0 	: {emoji}
P1 	: 히히
P1 	: 웅웅{emoji:😘}
P1 	: 이제 버정 도착했당!!!
P1 	: 잠깐이라도 더 봐서 좋았당 ㅎ.ㅎ
P1 	: &name1& 핸드폰 나이스~~
P1 	: {emoji}
P0 	: 히히
P0 	: 나둥{emoji:❤}️
P0 	: 돈도 벌어버리깅~
P0 	: {share:url}
P0 	: {share:info}
P0 	: 찾았오!!!!!
P1 	: 오옹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박인뎅~
P1 	: 한번 들어가볼겡!
P1 	: 예쁘당!!
P1 	: 쟈기가 찾던 화이트 느낌이군
P1 	: {emoji}
P1 	: 난 버스 탔당!
P0 	: 그칭!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ기여워ㅠㅠ
P0 	: 난 부침개 하는쥬웅
P0 	: 냠냠
P0 	: 방에 아빠 자고있었어..
P0 	: 내일보ㅓ 쟈기{emoji:😘}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜 들어갔으면
P1 	: 큰일날뻔했당..!!
P1 	: 또 내일까지 버티구 있을겡
P1 	: 흑
P1 	: 우리 애기 보고싶어서 어떻게행~~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
P0 	: 이따 밤에 전화할겡{emoji:😙}
P0 	: 좀만 참아용
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니당!{emoji:🥰}
P1 	: 히이
P1 	: 나두 배고파진당
P1 	: 얼른 쟈기랑 파전먹구싶엉!!
P1 	: 우왕 쟈기
P1 	: {share:photo}
P1 	: 꿀미션 나왔엉!!
P1 	: 설문조사 대박이당
P1 	: 버스내려서 걸어갑니다용
P1 	: {emoji}
P0 	: 헉 대박
P0 	: 꿀미션 또 하러가야징
P0 	: 집가서 맛있는거 먹엉!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넹~~
P1 	: 나두 이제 집도착해서 샤워하구 올겡!
P1 	: {emoji}
P0 	: 웅
P0 	: 난 이따 운동하고
P0 	: 씻어야징
P0 	: 꿀미션 은근 많다 쟈기야!!!
P0 	: 하고 있을겡ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 열심히 하구있엉??
P1 	: 나두 이제 다씻어서
P1 	: 약먹구 캐시미션 하다가
P1 	: 이따 밥먹어여겠당
P0 	: 웅 열심히 하는즁
P0 	: ㅎㅎㅎㅎㅎㅎ
P0 	: 벌써 시간이 이렇게 지났구만
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시간 가는줄도 모르고 있었군~
P1 	: 여행 설문조사로 올인가야겠당 나는 ㅎ.ㅎ
P0 	: 할 오빠 그거
P0 	: 하는 사람 넘 많나봐
P0 	: 작업중단? 그거 됐던디
P0 	: 다시 나오넹
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 다시 됑?!
P1 	: 휴
P1 	: 나 아직 머리도 못말렸는뎅
P1 	: 너무 빡세군
P1 	: 이제 약먹구 내방이당
P1 	: 캐시미션 들어가봐야징
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ안경쓴 &name2&얌??
P0 	: 나도 7시 30분까지만 하구
P0 	: 운동해야게땅
P1 	: 앗 마쟝
P1 	: 나두 7시반에 운동해야징~
P1 	: 잠깐 뉴스 둘러보다가
P1 	: {share:photo}
P1 	: 이거 발견했당
P1 	: 총 100만장 뿌린댕!
P1 	: 전주 숙소 저 쿠폰 쓰면 되겠엉 ㅎ.ㅎ
P0 	: 오!!!!
P0 	: 뭔가 되게
P0 	: 잘 발견하다 쟈기
P0 	: 잘했옹
P0 	: {emoji}
P0 	: 100만장이면
P0 	: 되겠군ㅎㅎㅎㅎㅎ
P1 	: 오예오예~~
P1 	: &name1&한테 칭찬들었당~
P1 	: 룰루
P1 	: {emoji}
P1 	: 조아조앙!
P1 	: 직무만족도 평가도
P1 	: 꿀이당
P0 	: 그치!!!
P0 	: 나도 그거
P0 	: 번갈아가면서 하는즁
P0 	: 아 눈아포
P0 	: 렌즈빼구
P0 	: 운동해야겠옹
P1 	: 히익
P1 	: 렌즈 아직도 끼고 있었옹?!
P1 	: 힝 ㅠㅠㅠㅠㅠ
P1 	: 얼른 눈 쉬어줘용
P1 	: 난 제육볶음 다했다 그래서
P1 	: 밥먹고 운동하려궁!!
P1 	: 건강하게 상추에 쌈싸먹고 올겡{emoji:❤}
P0 	: 옹
P0 	: 제육볶음 맛있게땅
P0 	: 상추에 쌈 많이 싸먹구 와{emoji:❤}️
P1 	: 히히
P1 	: 다먹구와쒀 쟈깅~~~
P1 	: {emoji}
P1 	: 우리 애기는 아직 운동중인가용
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ헐!! 똑똑도 있네
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 40분 동안 하려구요
P0 	: !!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 임티 똑같앙 ㅎ.ㅎ
P1 	: 헐
P1 	: 쟈기 다리 괜차낭..?!
P1 	: {emoji}
P1 	: 다리 더 아파지는건 아니겠징..?!
P1 	: {emoji}
P0 	: 아냐아냥
P0 	: 풀어주는거징
P0 	: 이제 씻을랴궁!!!
P0 	: 씻고 스트레칭도 할래애....
P1 	: 힝
P1 	: 내가 우리 애기 안마해주고 싶다아앙
P1 	: {emoji}
P1 	: 스트레칭하는 귀요미 &name1&
P1 	: 얼른 씻구와앙{emoji:❤}
P1 	: 와웅
P1 	: 페북 댓글 쓰구 확인 버튼 누르려는뎅
P1 	: 갑자기 &name4& 친구 댓글 달려서
P1 	: 화들짝 놀랐넹
P1 	: {emoji}
P1 	: 아 여보 보고싶당~!~!~!~!!!!!
P1 	: 언제 오는거쥥..
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 잠만용
P1 	: 앗
P1 	: 우리 애기 와쒀~~~
P1 	: {emoji}
P0 	: {share:photo}
P0 	: 두둥
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘보구 오세용~!!
P1 	: 난 양치하구 와야겠따
P1 	: {share:file}
P0 	: 오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 도착이다
P1 	: 오옹
P0 	: 양치하구와!
P1 	: 딱맞춰서 봤넹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알게쒀~!
P1 	: {emoji}
P0 	: 넹~
P0 	: 난 훌라후프 하면서 보는중
P1 	: 양치 다하구 왔습니다용~
P1 	: 나두 운동해야겠당!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ잘 하구왕!
P0 	: {emoji}
P0 	: 나 배터리없어서
P0 	: 충전하구 티비 볼겡ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 처음보는 이모티콘이얌!!
P1 	: 알게쒀 애깅~
P1 	: 재밌게 보고와용
P1 	: {emoji}
P0 	: 끝!!!!
P0 	: 다 봤오
P0 	: 와 근데 잼써
P0 	: 내일 또 한당ㅎㅎ
P0 	: 정주행 해야대 이거
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그정도얌?!!
P1 	: {emoji}
P1 	: 월화 드라마구낭
P0 	: 마쟝
P0 	: 쟈기...
P0 	: 근데 우리
P0 	: 수욜엔 뭐하기로 행ㅆ었지?
P1 	: 읭?!
P1 	: 이번주 수욜말이얌??
P1 	: 내일??
P1 	: 다음주..??
P0 	: 이번주!!!
P1 	: 이번주에 피아노카페
P1 	: 가기로했자낭
P0 	: 아 마쟈.....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알게쒀
P0 	: 잘게.....
P0 	: 왜이러지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘 전화한거
P0 	: ㅠㅠㅠㅠㅠㅠ
P1 	: 다 기억안나징.
P1 	: {emoji}
P0 	: 아냐.
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앗
P1 	: 죄송해용
P1 	: {emoji}
P1 	: 얼른 푹자구 일어낭~
P1 	: 사랑해!!{emoji:❤}
P1 	: ㅎ.ㅎ
P0 	: {emoji}
P0 	: {emoji}
P0 	: 푹자고 일어날게용~
P1 	: 알게쒀 여봉~
P1 	: {share:file}
P1 	: 물도 마시구 녹음한것도 보냈으니
P1 	: 나두 이제 자야징!
P0 	: {emoji}
P0 	: 오늘은 그래두
P0 	: 어제보다 개운하당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 힝
P1 	: 우리 애기 준비 다해쒀?!
P0 	: 웅!
P0 	: 나왔옹
P0 	: 아 추어
P0 	: 따듯하게 입구왕!
P1 	: 알겠습니당~~
P1 	: {emoji}
P1 	: 이젠 한겨울이니깐 ㅎ.ㅎ
P1 	: 따숩하게 입어야쥥
P1 	: 버스탔나용
P0 	: 오!!
P0 	: 방금탔옹
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 조아조앙~
P1 	: 밖에서 버스 많이 안기다려가지구
P1 	: 다향이당
P1 	: 5도넹
P1 	: 우아
P0 	: 헐 오빠
P0 	: 여행설문조서
P0 	: 사
P0 	: 마감이야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ대박...
P1 	: 읭?!?!?!?@?@?@?@?
P1 	: ?!?!?!?!?@?@?
P1 	: 미쳤당
P1 	: 화력 머얌!!!!!!
P1 	: 오옹
P1 	: 그와중에 인물 사진 찍기
P1 	: 통과 엄청 됐당
P1 	: 히히
P1 	: {emoji}
P0 	: 오 대박
P0 	: !!!!
P0 	: 역시 인물사진
P0 	: 그것도 제대로 뽕 뽑아야대
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마쟈마쟝 ㅎ.ㅎ
P1 	: 오늘도 열심히 찍쟝~
P1 	: {emoji}
P1 	: {emoji}
P0 	: 조앙 열심히 찍어줄겡!!
P0 	: 아 버스...
P0 	: 안와서 10번 탔당..
P0 	: 다시 또 중심잡기 시작이군
P0 	: 히
P0 	: 앉았당
P1 	: 헥
P1 	: 다행이당!!!
P1 	: 휴~
P1 	: 버스터미널에서 걸어가야겠넹
P1 	: 힝
P1 	: {emoji}
P0 	: 마쟝...
P0 	: 오랜만에 아침 산책ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 산책 나랑해~~!~!~!!
P1 	: {emoji}
P1 	: 빨리 보고싶어용
P0 	: 나두우ㅠㅠㅠ
P0 	: 빨리 파전~!~!!~!!
P0 	: {share:photo}
P0 	: 이건 뭘깡....
P0 	: 아 나뭇잎이구나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 누가 신문지 갈기갈기 찢어서
P0 	: 버린줄 알았오..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈깅
P1 	: 완전 웃경
P1 	: {emoji}
P1 	: 나뭇잎 완전 많이 떨어졌넹
P1 	: 이제 나뭇가지만 남겠당 진쨔
P1 	: 직무만족도 검사 충전되어서
P1 	: 5500원어치 했당
P1 	: 휴~
P0 	: 옹
P0 	: 나도 학교가서 짬짬이 해야지
P0 	: 이제 내려서 걸어건당!
P1 	: 오옹
P1 	: 조심히 걸어가용~!!
P1 	: 잘도착했구만 우리 애깅!
P1 	: {emoji}
P0 	: 강의실 도착!
P0 	: 아오
P0 	: 숨 좀 돌려야징..
P0 	: 아 아직도 라면 먹고 싶어
P0 	: 안되겠다 점심 컵라면으로 해야게써..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어제 라면 안먹구 잔게 용하당 우리 애깅
P1 	: 조아조앙
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잠깐!
P1 	: 저녁도 파전인뎅
P1 	: 으훔
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다른 전에 밥도 먹쟈 쟈갸
P1 	: 안되겠당
P0 	: 김밥이랑 같이 먹을겡
P0 	: 아냐!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 김밥도 먹으면
P1 	: 인정이쥥
P1 	: {emoji}
P0 	: 구칭?
P0 	: {emoji}
P1 	: {emoji}
P1 	: 마쟈마쟝~
P1 	: 오늘도 우리 애기 금방 배고파지려낭~
P0 	: 웅
P0 	: 지금도 배고파!
P0 	: 아침부터 체력을 많이 썼ㄴ어..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 너무 많이 걸었구낭..
P1 	: 고생했오..
P1 	: 오늘 수업도 교수님이
P1 	: 빨리 끝내주셨으면 좋겠군
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ빨리
P0 	: 끝내주실것 같옹
P0 	: 오늘은 립글로즈 만든당
P1 	: 오홍~
P1 	: 멋있구만~
P1 	: 난 수업 듣다가 11시쯤에 밥먹어야쥥
