# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P0 	: 대체 우리가 왜 싸웤ㅋㅋㅋㅋ큐ㅠㅠ
P0 	: 이 프로그램이 약간 여자 남자는 이렇게 다르다 하면서
P0 	: 보여주는데
P0 	: 너무 일반화 시키는 그런거라
P0 	: 지금 이 프로그램하면 sns에서 서로 싸운다궁..
P0 	: 우리는 안 싸우징!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아항~
P1 	: {emoji}
P1 	: 주어가 없어서 오해했넹..
P1 	: 나두 프로그램 하는데 왜 싸우는가 싶었오..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 앞으로 주어 꼭꼭 붙여야겠군...
P0 	: 아 밥 먹구 햇빛 받으면서
P0 	: 누워있으니
P0 	: 또 나른나른 하구만
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 다시 잠드는거얌~??
P1 	: 완전 잠자는 숲속의 공쥬인뎅~
P1 	: 내가 키스로 깨워줄랭
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나 또 이 앙! 다물고 있으면 되는거얌??ㅎㅎ
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 또 양치시켜버린당 쟈기?!!!
P1 	: {emoji}
P1 	: 간단하게 김밥 한줄
P1 	: 더먹어야게따
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그 당황한 오빠 표정이 너무 웃경
P0 	: 우웅
P0 	: 김밥 또 머겅.....
P0 	: 이따 곤드레 먹쟝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마쟈마쟝
P1 	: 이따가 애기랑 건강하게
P1 	: 곤드레밥 먹어야행!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ두근두근
P0 	: {emoji}
P0 	: 애슐리 곤드레밥이 계속 생각나서 안되겠어
P0 	: 제대로 된거 빨리 먹어야대
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그런 몹쓸 밥이랑은 비교도 못하겠징..?!
P1 	: {emoji}
P1 	: {emoji}
P0 	: 그니깐ㅠㅠㅠㅠ
P0 	: 오바얌......
P0 	: 애슐리 &address&로 가쟈,,,,
P0 	: &address&가 더 맛있당..
P1 	: 마쟝..
P1 	: 초밥이 진짜 너무 차이났오
P1 	: 딸기축제땐
P1 	: 무조건 &address&얌!!!!
P1 	: 이제 딸기축제도 얼마 안남았당!
P0 	: 할 마자!!!!
P0 	: 딸기축제!!!
P0 	: {emoji}
P0 	: 딸기 조앙
P0 	: 오늘도 편의점에 손님 많이오ㅓ??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name1&같앙 귀여워
P1 	: 뽀뽀해주고 싶당 울 애기
P1 	: 우웅 계속 몰려왕
P1 	: 한번에 우르르 오는게 아니라
P1 	: 줄줄이 소세지얌 아쥬
P1 	: 제일 까다로운 부류징
P1 	: 딱 반만 들여보내고
P1 	: 뒷사람부터는 옆에 편의점으로 보내고싶당
P1 	: 선착순 입장마감
P1 	: 해야대 아쥬
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 선착순 입장마감ㅋㅋㅋㅋㅋㅋ
P0 	: 마자ㅠㅠ
P0 	: 왜 울 오빠 힘들게
P0 	: 한명씩 와
P0 	: 그냥 한번에 오고
P0 	: 끝나야 돼 아쥬그양
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구칭 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제야 좀 한가해져쒀
P1 	: 좀 쉬다가 2시부터 정리해야징~
P1 	: 바닥닦는건 오늘도 마지막에 할래잉
P0 	: ㅋㅌㅋㅋㅋㅋㅋ구래구량
P0 	: 난 씻고올게~
P1 	: 알겠습니닷!!
P1 	: 씻구오세요옹{emoji:❤}
P1 	: {emoji}
P0 	: 이제 양치주웅
P0 	: 오빠는 퇴근준비 하겠당
P1 	: 오옹
P1 	: 마쟝!!
P1 	: 천천히 음료채우고 있었오 ㅎ.ㅎ
P1 	: 이제 청소하구 올겡!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알겠오!
P0 	: 난 오빠 퇴근 준비 할때가
P0 	: 젤 조아
P0 	: 곧 만나니깐ㅎㅎㅎ
P0 	: ꒰{emoji:◍}ॢ{emoji:•}ᴗ{emoji:•}{emoji:◍}ॢ꒱
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 악 귀여웡!!!!!
P1 	: {emoji}
P1 	: 나두 우리 애기 만나러갈 준비하는게
P1 	: 제일 조아 ㅎ.ㅎ
P0 	: {emoji}
P0 	: 오빠랑 노는게 제일 죠아
P0 	: 룰루~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워 쥭겠넹
P1 	: {emoji}
P1 	: 여기 앞에 주유소가서
P1 	: 난로 기름도 사와야해가지구
P1 	: 다녀올겡 쟈기!
P0 	: 헐
P0 	: 진짜 별걸 다 해야하네..
P0 	: 편의점 일 하면서
P0 	: 기름도 사와야하다니,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구칭..
P1 	: 원래 이건 내가 안하는뎅
P1 	: 점장님이 내일 일 못나와서
P1 	: 기름 못산다고
P1 	: 다음에 커피사줄테니 사다달라해서
P1 	: 다녀왔징
P1 	: 그래두 코앞이라
P1 	: 화장실 다녀오듯이 다녀왔당!
P1 	: 오자마자 휴다닥 바닥닦구와쒀
P1 	: 이제 버스타러 갑니다앙
P1 	: 퇴근이닷!
P0 	: 꺆
P0 	: {emoji}
P0 	: 조앙ㅠㅠㅠ나두 준비 거의 다 했오
P0 	: 앞머리만 고데기 해서 가야징
P0 	: 몇번 타는지 알려죠!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 34-1
P1 	: 7분뒤에 탑니당!!
P1 	: 버정이에용
P0 	: 버스 탔겠당!
P1 	: 옹 마쟝 쟈기
P1 	: 지금 버스 탔오!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: 애기~~~
P1 	: 너무 보고싶었오~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이거 춰주는거얌???
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅..?!
P1 	: 아니아닝..?!
P1 	: {emoji}
P1 	: 난 저런춤 못췅..
P1 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: 이거 좋습니다 있자낭
P0 	: 그거 보내야지 쟈기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 이거 말한거얌 쟈걍?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ마쟝!
P0 	: 이제 영통 지났구만
P0 	: 시간 맞춰서 나갈겡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠오~~
P1 	: 천천히 나왕 애기얌!
P0 	: 흠... 나 케이크 예약ㅎㅐ야하는데
P0 	: 멈저 갔다옹까??
P1 	: 웅?!
P0 	: 아니면 오빠 내리면 같이 갈까??
P1 	: 케이크용??
P0 	: 웅
P0 	: 앙상떼 가야대
P1 	: {emoji}
P1 	: 누구 생일이얌?!
P0 	: 동생 1월 말에 생일인데
P0 	: 내일모레 군대가서
P1 	: 옹..
P0 	: 내일 미리 한댕
P1 	: 이런..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이런..
P1 	: 눈물의 생일파티구만..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기
P0 	: 그래서 케이크 미리 예약 해야댕
P0 	: 웅
P1 	: 같이가~~~!!!
P1 	: 같이가
P0 	: 알게써
P1 	: 가티아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 같이가아아
P1 	: 허겁지겁
P0 	: 나 버정으로 가믄즁
P1 	: 후다닥
P1 	: 조아용~
P1 	: 다다음에 내립니당
P0 	: 힝
P0 	: 아직 안 오넹..
P1 	: 왕
P0 	: {emoji}
P0 	: 웅??
P1 	: 34-1 온다구
P1 	: 이제 카톳하러
P1 	: 들어왔눔젣
P1 	: 왔눈뎅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ손 얼었어 쟈깅..
P1 	: {share:photo}
P1 	: 오고있댕!!
P1 	: 나 은행 atm 건물
P1 	: 안이얌 ㅎ.ㅎ
P0 	: 오 대박!!!!!
P1 	: 따뜻하게이쒀
P0 	: 다행이당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조아조앙~
P1 	: 애기 걱정할까봐
P0 	: 난 응아 또 하는즁
P0 	: 웅
P1 	: 버정에 버스안오는거보구
P1 	: 바로왔당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 응아 또 하구있오?!
P1 	: 이젠 응아하구 있다는 얘기만 들어도
P1 	: 왜이리 귀엽규 사랑스럽징..
P1 	: {emoji}
P1 	: {emoji}
P1 	: 애기 다시 보고싶당..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 나두 보구시퍼 쟈기얌
P0 	: 오늘 진짜 너무 웃겨서
P0 	: 배 아팠오ㅠㅠㅠ
P0 	: 그래서 똥이 또 마렵나?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 그런건감..?!
P1 	: 잘먹구 잘웃어가지구
P1 	: ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왕
P1 	: 진짜 밥먹구나서 계속 웃었당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엄청 웃었는데
P0 	: 또 우리둘만의 세계 마냥
P0 	: 깔깔 거린거같오
P0 	: 응아 다 했는데
P0 	: 아직 돌사탕 먹고 있어서
P0 	: 이거 다먹으면 씻을랭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙!!
P1 	: 돌사탕 먹고있었규낭 우리 애기~
P1 	: 난 버스타서 츌발입니다앙
P0 	: ㅎㄹㅎㅎ조앙~
P0 	: 오빠도 빨리 집가서
P0 	: 몸 녹영!
P0 	: {emoji}
P0 	: 나도 입술 튼당ㅠㅠ
P0 	: 바세린 듬뿍 바르고 자야징..
P1 	: 힉
P1 	: 안돼안됑 ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 너무 춥고 건조해가지규 그랭..
P1 	: 힝
P0 	: 마자ㅠㅠㅠㅠㅠㅍ
P0 	: 속상...
P0 	: 내 촉촉한 입술,,,,,
P0 	: {emoji}
P0 	: 나 이제 씻구올겡!!
P1 	: 알겠습니당
P1 	: 개운하게 씻구왕 우리 애깅~
P1 	: {emoji}
P1 	: 난 &address&지나가는쥬웅
P1 	: 이제 버스내랴서 걸어가용!
P1 	: {share:photo}
P1 	: 모자쓰구 갑니당
P1 	: 따뜻행
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기여웡
P0 	: 우비소년 같아
P0 	: 난 다 씻었오 쟈깅ㅎㅎ
P0 	: 개운-
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘하구왔당!!
P1 	: 나두 집도착해서
P1 	: 응아하구 샤워할랭 ㅎ.ㅎ
P1 	: 왕 지금 엄마랑 &name3&
P1 	: 부침개 해먹엉
P1 	: 배안불렀으먄 바로 먹었따
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ우리도 내일 맛있게 먹쟝
P0 	: 나두 집에 크리스피 도넛 있는데
P0 	: 도저히 못 먹게써...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 배뷰르징..
P1 	: 진쨔 든든하게 먹구와따
P1 	: 나 이제 씻구올겡 쟈기!
P0 	: 웅!!!
P0 	: 씻구와!
P0 	: {emoji}
P0 	: 아 마자 오빠
P0 	: 이루다 알아??
P1 	: {emoji}
P1 	: 다녀왔습니다용~
P1 	: 그 얼마전에
P1 	: 서비스 시작했다던
P1 	: AI인감 그거 아니얌?!
P1 	: 왜용?!
P0 	: 마자마자
P0 	: 근데 그거
P0 	: 300억의 대화 기반을 통해서
P0 	: 그렇게 자연스럽게 만들었다고
P0 	: 막 그랬는데
P1 	: 우웅
P0 	: 그거 만든 회사가 연애의과학 회사인데
P1 	: 읭??
P0 	: 그 연인대화 분석하는거 있잖아
P0 	: 그거 가지고 한거라고
P1 	: 폰켜놓고 물기닦다가
P1 	: 진짜 놀랬엉 지금
P1 	: 모얌
P0 	: 개인정보로
P0 	: 말 엄청 많던데???
P0 	: 대박야,,,
P1 	: 애기 방 들어와놓고
P1 	: 폰켜놨단 상태였는데
P1 	: 폰 떨굴뻔했당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너무 놀래써??
P1 	: 우웅
P1 	: 우리더 하려고
P1 	: 해ㅛ자낭!!
P0 	: 그니깐...
P0 	: 완전 큰일날뻔했어
P0 	: 기다려바
P1 	: 어휴 이놈의 자식들
P1 	: 그거를 그냥
P0 	: 내가 그거 본거 링크 보여주께
P1 	: 한대 콱 쥐어박아야돼 아쥬
P1 	: 우웅
P0 	: 심지어 그거
P0 	: 유로로 하는거자나
P0 	: 소름...
P1 	: 구니깐
P0 	: {share:url}
P0 	: {share:info}
P1 	: 돈주고 우리 톡한거를
P1 	: 퍼줘야되넹
P1 	: 어이없오
P0 	: 그니깐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그거 그리구 말 이상하게 한다구
P0 	: 얘기 많았는데
P0 	: 연인들끼리 야릇한 말 한거
P0 	: 이런거라지
P0 	: 다 정보 수집해서
P0 	: 이루다로 악 이용하는
P0 	: 남자들도 있는거 같애
P0 	: 막 이루다 성노예 만드는법 이딴것도 공유하던데
P1 	: 마쟝
P1 	: 그건 뉴스로 봤당
P1 	: 진짜 어떤 사고를 가져야
P1 	: Ai한테 그
P1 	: 어휴
P1 	: &name1&앞이니깐 여기까지만 할겡..
P1 	: &name1&한테는 예쁜말만 들려줘야됑..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜 미친놈들..
P0 	: 진짜 ai한테 뭐 하는거야..
P1 	: 미쳤당
P1 	: 그 코인 구냥
P1 	: 그 가이드북 같은거 사는거에만
P1 	: 다 써야겠당
P1 	: 우리 카톡 내용요약 하기전에
P1 	: 봐서 다행이넹..
P0 	: 맞아...
P0 	: 그런거 하면 안될것같아
P0 	: 힝
P0 	: 가이드북만 사쟈...
P1 	: 구래구랭!!
P1 	: 말나온김에 페북 아이디로 만든 계정
P1 	: 출첵하러 가야겠당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 이미 출첵했지렁
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ이거 완전
P0 	: 오빠랑 나야ㅎㅎ
P0 	: 신기향
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박이당!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 웃경
P1 	: 어디서 찾았댕~
P1 	: 아 애기 껴안구있고싶당
P0 	: 연애의 과학이용!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두 오빠 보고싶어ㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 힝..
P0 	: 쟈기야!!!!!!!!!!!!!!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅 우리 애깅~~
P1 	: 힝
P1 	: {emoji}
P1 	: 빨리ㅜ내일 됐으면 좋겠당
P0 	: {emoji}
P0 	: {emoji}
P0 	: 부비적 해야징
P0 	: 나 근데 왜
P0 	: 벌써부터 졸린거같징..?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘 너무 추웠다가
P1 	: 씻고 녹아서 그런감..?!
P1 	: 벌써자면 새벽에 일어나는거 아냠..?!
P0 	: 그런강
P0 	: 에이~ 그건아냡ㅎㅎ
P0 	: 나 잠 많잖앙
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 일찍 잘거얌?!
P1 	: 나 이제 롤 조금만 하구 오려했는뎅
P1 	: 많이 졸려용?!
P1 	: 우리 애기 잘자구 일어낭!!
P1 	: 최고의 컨디션으로 데이트할수 있겠구만 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 나두 이제 자려궁~
P1 	: 우리 애기 잘자구 있낭
P1 	: 꿈에서 보쟈 쟈기얌{emoji:❤}
P1 	: 난 일어났오!!!
P1 	: 애기 12시간 넘게 자는건감
P1 	: 두둥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진쨔
P0 	: 계속 잘 수 있을것같아 쟈깅
P0 	: ㅎㅎㅎㅎㅎ
P0 	: {emoji}
P0 	: 나두 일어났어용
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기~~
P1 	: 개운하게 잘잔거 같앙?!
P1 	: 피곤한건 좀 많이 사라졌오?!
P0 	: 음.....
P0 	: 자라고 하면
P0 	: 더 잘 수 있오....
P0 	: ㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 좀 더 잘랭..?!
P1 	: 푹잔건 아닌가보당
P1 	: ㅠㅠㅠㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아냐아냐
P0 	: 더 안 자도 돼!
P0 	: 뭔가 집에 아무도 옶는거 같당..
P1 	: 힉
P1 	: 내가 갔었어야했는뎅..!!
P1 	: 짜파게티에 군만두 해줄수있는 기회였눈뎅
P1 	: {emoji}
P0 	: 헐
P0 	: 짜파구리!!!!!!!!!
P0 	: {emoji}
P0 	: {emoji}
P0 	: 힝....
P0 	: 뭔가 라몀 먹구 싶강
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 점심에 라면먹는거얌 구럼?!
P1 	: 난 조금뒤에 부침개 남은거랑
P1 	: 맛살에 파 넣구 계란뷰친거에
P1 	: 밥먹으려궁!
P1 	: 오징어 젓갈도 있다해서 먹겡
P0 	: 오!!!!
P0 	: 오늘 완전 장 챙겨먹눈뎅~~~~
P0 	: 조앙조아
P0 	: 난 모닝 응가 해야게따..
P1 	: 오옹
P1 	: 나눈 밥먹고 샤워하기전에
P1 	: 할랭 ㅎ.ㅎ
P1 	: 일단 지금은 쿠키런
P1 	: 들어가봐야쥥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 이미
P0 	: 들어가서 보상 받았지롱~
P1 	: 빠른뎅~~~~
P1 	: {share:photo}
P1 	: 애기얌
P1 	: 저기 동그라미 친건 언제 들어왕?!
P0 	: 음,,,
P0 	: 저거 그
P0 	: 아예 다 끝나야 들어올껄????
P0 	: 사실 정확히 잘 몰랑ㅎㅎ
P0 	: 아닝가 그 2일 뒤에 들어오려낭..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오옹
P1 	: 그렇구만~
P1 	: 일단 이제 밥먹구
P1 	: 준비해야겠땅
P1 	: 예에~
P1 	: 우리 애기 보러간당
P0 	: 예에~~~~~~~
P0 	: 넘쥬앙
P0 	: {share:photo}
P0 	: 난 라면 먹는즁
P0 	: 아
P0 	: 열라면 이라서
P0 	: 겁나 매워
P0 	: 입안이 얼얼행..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애깅..
P1 	: 첫끼부터 매운거먹어서
P1 	: 속 쓰린거 아니얌?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엄마가 갈아준거
P0 	: 먹구이써
P0 	: 오빠오빠
P0 	: 그
P0 	: {share:photo}
P0 	: 오빠도 여기에 쿠폰입력하기 안 떠?
P1 	: 오잉
P1 	: 한번 봐볼겡!!
P1 	: {share:photo}
P1 	: 아니아닝..??
P1 	: 머징
P1 	: 왜 애기는 없징
P0 	: 뭐야....
P0 	: 왜 나 차별해...
P0 	: 너무하네...
P0 	: 아 카페에 올려서 사람들한테 물어볼려 했는데
P0 	: 댓글 5개 달고
P0 	: 출석 10번 해야해서
P0 	: 지금 아무댓글이나 막 달고있는중..
P0 	: 자랑하는 사람들 댓글로 축하해주고있어..
P1 	: 업데이트 안한거 아냠 쟈기?!
P1 	: 아니면 삭제했다가 다시 깔거나
P1 	: 그래야할거같은뎅
P0 	: 업데이트는 다 되어있는뎅...
P0 	: 다시 깔았다가 켜볼까?!
P1 	: 우웅 다시 해보쟝!!
P1 	: 난 이제 씻구올테니깐
P1 	: 잘해보고있어용!!
P0 	: 알게써 쟈기!
P0 	: 씻구오ㅓ!!
P0 	: 난 12시에 씻어야게따
P0 	: 힝
P0 	: 껐다켜도 안돼ㅠ
P0 	: 나도 씻구올겡
P1 	: 이따가 같이 봐보쟝!!
P1 	: 잘씻구와용~
P1 	: 후딱 머리말리구 나갈준비해야징
P1 	: 오늘도 아무것도 안바르고 나간당!!
P1 	: 볼에 뽀뽀 찐하게 해죠 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구랭!!!!
P0 	: 알게쒕
P0 	: 오빠 볼 먹어야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙
P1 	: 다먹오!!
P1 	: 나 이제 출발이에용~
P1 	: 34-1번 타러간강
P1 	: 간당!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 보냈구나 카톡...?
P0 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 알게쏘 쟈깅~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래서 애매하다길래
P1 	: 뭐가 계속 애매하다는건지
P1 	: 어리둥절했자낭..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 준비 다하면 좀 더 쉬고있오용
P1 	: 애기 쥰비 다하면
P1 	: 2시쯤 되는쥴 알았넹
P1 	: 버스도 탔오~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 난
P0 	: 카톡 온지도 모르구
P0 	: 오빠 아직 준비중인줄 알고
P0 	: 시간 애매해서
P0 	: &address&동에서 보자 할려해써ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 준비 거의 다 했당!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그랬군!
P1 	: 조아조앙~
P1 	: {emoji}
P1 	: 우리 &name1&랑 하루종일 붙어있는당
P1 	: 예에~
P1 	: {emoji}
P0 	: {emoji}
P0 	: 예에~
P0 	: 준비 완전 다 끝내서
P0 	: 버스 보는즁ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아용~
P1 	: 나 이제 &address&진입이얌!!
P0 	: 횡단보도 기다리는쥬웅~
P0 	: {emoji}
P1 	: 쟈기쟈기
P1 	: 난 쟈기 마음속{emoji:❤}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P1 	: 울 애기 내꺼
P1 	: {emoji}
P0 	: {emoji}
P0 	: 6시59분 &name2&가 내 배 부르르를 해서 내가 오빠 방귀끼지 말랬지! 이러니깐 어마어마한 소리로 방귀를 꼈다.... 레전드였다.... 진짜 대박이다...부와악!!!!!!!! 이거 폭탄 소리이다
P0 	: {share:photo}
P0 	: 힝 쟈기
P0 	: 달려!!!!!!
P0 	: 곧 온당....
P1 	: 우웅?!
P1 	: 완전 여유롭게 가구있었더닝
P1 	: 지나갔넹
