# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 식탁에 약봉지 없는데
P0 	: 아 그래?
P1 	: 뜯어진거만 있어
P1 	: &name3& 물병 씻은거야?
P0 	: 갈색 물병은 안 씻었어 그냥 겉만 헹궜어
P0 	: 뜯어진 거 몇번이야 ? 
P1 	: 5번
P1 	: 번호 있는거 첨 알았네
P0 	: 6번은 회색 테이블에 있어? 
P0 	: 다른 약봉투랑
P0 	: ?
P0 	: 붙어있는 것들
P0 	: 6번 같이 뜯은 거 같은데
P0 	: 어디서 흘렸나 
P1 	: 없어
P0 	: ㅠㅠ 응
P1 	: 가방에 있나보지
P1 	: 잘 찾아봐
P0 	: 응 ㅠ
P1 	: 더 심각해졌네
P1 	: 우한폐렴..
P1 	: 무섭다. ㅜ
P0 	: 에규 ㅜ
P1 	: 여보 마스크 하고 있어?
P1 	: 손도 자주 씻어
P0 	: 응~
P0 	: 그러고이서
P1 	: 외부접촉하는 사람은 여보밖에 없으니까
P0 	: 응응 조심해야지
P1 	: 3번 아저씨 진짜 역적이네
P1 	: 싸돌아다닌 것도 모자라 딸이랑 밀접접촉햇는데 그 딸이 얼집 쌤이랜다
P1 	: 3일동안 애들 돌봤다는데
P1 	: 그 얼집 다니는 애들 부모
P1 	: 지금 심정 어떨지
P0 	: ㅡㅡㅡㅡㅡㅡㅡ
P0 	: 세상에
P1 	: 심란하다
P1 	: 아주
P1 	: 나 좀 너무 불안해서
P1 	: 상태가 안좋아지는거 같애
P1 	: 가슴이 너무 두근두근거려
P1 	: 이제 기사 안봐야겠어.. 보면 볼 수록 더 불안해
P0 	: 헐
P0 	: 그래그래
P0 	: 과몰입했나보다
P0 	: 밥은 먹었나요
P1 	: 아니
P1 	: 가슴이 너무 답답해
P0 	: ㅠㅠㅠㅜ
P0 	: 너무 불안해서?
P1 	: 그냥 답답해
P1 	: 막막하고 답답해서
P1 	: 어떻게 하나도 안불안할 수가 있지. &name18&은 그렇대
P1 	: 애가 없어서 그런가
P1 	: {share:photo}
P1 	: 이거 ㅁ ㅓ야?
P1 	: 블로그 팔았어?
P0 	: 업체에서 연락와서 테스트 
P1 	: 아 ㅋㅋㅋ
P0 	: 결정은 아직 
P1 	: 여보 블로그가 살아있나..?
P0 	: 휴면이랬나 뭐 그래서
P1 	: 그래도 돈 받으면 좋지
P1 	: 아무것도 안하는.블로그
P0 	: 테스트 결과 보려면 3일은 걸린대
P0 	: 응 
P1 	: 얼마 얘기했는데
P0 	: 건당
P1 	: 아
P1 	: 얼마
P0 	: 내가 직접 올리는 옵션이랑 - 
P0 	: 건당 1-2만원
P1 	: 오
P0 	: 6개월 그냥 통째 대여 백만원하고 
P0 	: 등의 옵션을 줬느데
P0 	: 일단 두고봐야 
P1 	: 응
P0 	: 이 업체가 11월에도 연락 와서 테스트 한번 했었거든 ? 근데 결과 준다면서 그 때도 그 뒤로 연락이 없었는데
P0 	: 똑같은 데에서 또 와서 또 테스트본겨
P0 	: 그래서 크게 기대는 안 해
P1 	: 응 그려
P1 	: 뭐 검색하려고 네이버 켰는데
P1 	: 확진자가 갑자기 4명 추가 됐네
P1 	: 총 11명
P1 	: 두배씩 늘겠는데...?
P0 	: 여보 미국 독감 소식 알아? 
P1 	: 몰라
P0 	: 3개월동안 8천명 넘게 '사망'했대 독감으로 . 감염자는 엄청 많고 
P0 	: 갑자기 우한 폐렴 우스워보임
P1 	: 타미플루 먹어도 그런거라니
P1 	: 더 무섭네
P1 	: 그래서 나더러 안심하라는거야 더 무서워하라는거야
P0 	: 어 그냥 우리 안 걸린 상황에 감사하자고 
P1 	: 응 그래
P0 	: &name3&는 자요? 
P1 	: 응
P0 	: 여보는 뭐 먹었낭
P0 	: 뭐 사갈까? 
P1 	: 아니
P1 	: 나 밥 조금이랑 샌드위치 먹었어
P0 	: 아앙 
P0 	: 잘했엉
P0 	: 벌써 퇴근시간
P1 	: 응 조심히 얼른 와
P0 	: 응~
P1 	: 여보
P0 	: 응
P1 	: 좀 떨어져있어..
P1 	: 격하게 말씀하실 땐
P0 	: 아 부모님이랑?
P1 	: 응
P0 	: 응 &name3&는 따로 놀고 있어
P1 	: ㅇㅋ
P0 	: 이따 1층 세탁물 챙겨오라고 말해줘
P1 	: ㅇㅋ
P0 	: 헌옷이나 냄비는 돈 주는 업자가 있고 다른 폐기물은 돈 내야하는 업자 따로이려나
P1 	: 응 그럴걸
P1 	: 우리한테 사가는 업자는 자기 필요한 것만 가져가고
P1 	: 나머진 안가져감
P1 	: 여보
P1 	: 여보
P1 	: 여보
P1 	: 어머님 기침
P1 	: 기침
P1 	: 기침
P0 	: 응응
P1 	: &name3& 앞에서 하시는거 아냐????
P0 	: 반대방향으로
P1 	: 응 ㅠㅜ
P0 	: 잠이 슬슬...
P0 	: 좀 이따 얘기하려 했는데 내일 교회 가지 말래
P1 	: 응 안가려고 했지만 뭐
P0 	: 여보 싸바해요?
P1 	: 응 낮잠 자고 일어났어
P0 	: 응 오늘도 일찍 잤나보네
P1 	: 응 3시
P0 	: 잘했넹
P0 	: 별일 없나요
P0 	: 여보는 밥 먹었니
P1 	: 응 별일 없어 &name3&가 설사 한번 하고
P1 	: 밥은 대충 먹음
P0 	: ㅠ 그래요
P0 	: 설사 아직도 심한가
P0 	: 오늘 한번 밖에 안했어?
P1 	: 응 한번
P0 	: 그래 그나마 다행인건가 ㅠㅜ
P1 	: 응
P1 	: 퇴근?
P0 	: 응 이제
P0 	: 얼른 갈겡
P1 	: 응 조심히 와
P0 	: {emoji}
P0 	: 조심히 들어와요 내 사랑아 잘자요 우리 여보 언제나 고마워요 &name3&랑 난 잔당 뿅
P1 	: 응 나 집근천데 마트 갈거야
P1 	: 잘자
P0 	: 안전운전해요 우리 자기
P0 	: &name3& 분유도 없는 듯 이제
P1 	: &name4& 이불 덮고 잘자니까 그냥 풀지 말고 가
P1 	: 어차피 오전에 계속 자더라
P0 	: 응
P1 	: 레깅스 1+1을 하길래 샀는데
P1 	: 와서 입었거든
P1 	: 근데 마침 &name3&가 폰 가지고 놀다가 어떻게 했는지 유튭뮤직으로 음악을 틀은거야
P1 	: 레깅스 입고 음악 들으니까 자동으로 운동하게 되네?
P1 	: 엄마 운동 좀 하라는건가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 레깅스가 텐션이 있어서
P1 	: 확실히 몸을 더 신경쓰게 만드는 듯
P1 	: 다들 레깅스 입고 운동하는 이유가 있는듯
P0 	: ㅋㅋㅋㅋㅋ그런가보내
P0 	: 싸바해요?
P0 	: 잠 거의 못 잤겠네 여보
P1 	: 응 오전에 좀비였고
P0 	: 에긍.ㅠ
P0 	: &name3&는
P0 	: 혼자 잘 놀았나
P1 	: 응 카튜터 보고
P1 	: 근데 진득하게 못보고 계속 나한테 와서 치대서
P1 	: 내가 계속 고통받았어
P0 	: ㅠㅜ인너나
P0 	: 혼자 그렇게 본들 재미도 없나보다
P1 	: 응 집중을 오래 못하지
P0 	: 다리 차가워지는 거 원인 크게 두갈랜데 어느쪽이든 결론은 살빼고 운동...
P1 	: 누가 그래?
P0 	: 뉴스기사 봤엉
P1 	: 글쿤
P1 	: 뭐 예상은 했자나
P0 	: 응 ㅋㅋㅋㅋ
P1 	: 여기 눈이 많이 오네
P0 	: 옹
P0 	: 그래?
P0 	: 낮이었으면 &name3&가 보면 좋았을 텐데
P1 	: 추워서
P0 	: 아숩ㄴ0
P0 	: 낮잠잤어?
P1 	: 응
P0 	: 여보도?
P1 	: 응
P0 	: 그래용 잘했어
P0 	: 얼른 퇴근할게
P1 	: 응 조심히 와
P0 	: {emoji}
P1 	: 여보
P1 	: 얼굴도 안보고 들어가는거야?
P0 	: 퇴근해써
P1 	: 오늘 넌, 얼마나 걸었니 ?
	  
	  걷는 것도 쉬운데 캐시 적립은 더 쉽네, 같이 걸으러 가자!
P0 	: 배로 배채우며 간당
P1 	: 오 그래?
P1 	: 배 좋네
P1 	: 여보
P0 	: 응
P0 	: 잘잤어요?
P1 	: 응 10시에 일어남
P0 	: 많이잤넹
P1 	: 응
P0 	: 잘했어
P1 	: 여보 도시락은 못싸간거지?
P0 	: 응
P1 	: ㅠㅠ 나가서 먹을거야?
P0 	: 바나나 하나 먹을까 해
P1 	: 그것만 먹으면 배고플텐데 ㅠㅠ
P0 	: 방금 &name12&이 아빠한테 냉동 도시락 하나 얻어먹기로 했어
P1 	: ㅋㅋ그분은 냉동도시락이 있어? 다이어트 도시락?
P0 	: 뭐 그런거
P1 	: 그래 감사하네
P1 	: 여보가 패드에 티빙 설치했어?
P0 	: 아 응..
P0 	: 아침에 운동하면서 봤어요
P1 	: 아 그랭
P1 	: 나 이번주만 내면 적금 만기인데
P1 	: 카뱅적금
P1 	: 175만원?
P0 	: 옹
P0 	: 난 신한 적금 만기됐네 5백
P1 	: 그래?
P1 	: 그건 고대로 가지고 있고
P1 	: 내가 모은걸로 건조기 살까 하는데
P0 	: 응 좋아요
P1 	: 제일 비싼거 사도 될 돈이네
P1 	: 6개월씩 돈 모아서 하나씩 사야겠다
P1 	: 할부하지 말고
P1 	: 어차피 6개월 할부하나 6개월 적금하나 똑같으니까
P0 	: ㅇ응 그게 좋지 사실
P1 	: 나 정말 많이 변했군
P0 	: 멋정
P0 	: 이제 퇴근해요
P1 	: &name3& 잠들면 미리 연락줘
P0 	: 이제 맘마먹음
P0 	: 물로 안 속고 맘마 내놓으라고 했으나
P0 	: 코 자고 아침에 먹기로
P0 	: 아까 여보 가고 나선 떨거지 한참 하고
P0 	: 맘마 데우고 불도 끄고 눕기만 하면 되는 상황에
P0 	: 할머니 할머니 하고 옷 옷 옷 하면서 가디건 갖고 와서 입히라고
P0 	: 그래거 내려가서 좀 놀고
P0 	: 이제ㅡ곧 기절
P0 	: 우린 잘게요
P0 	: 아 &name13& 결혼식 미룬대 6월이나 9월 후로
P1 	: 나 숨소리도 못내고 손도 못닦는중
P1 	: 아니 왜 또...
P0 	: 밑에서 닦아
P0 	: ㅋㅋㅋ
P1 	: 결혼식은 진짜 쫌..
P1 	: 아버님 어머님 기분이 썩 좋아보이시지 않던데
P1 	: 그것땜에 그런거
P0 	: 아냐 이건 부모님 의견
P1 	: 아 진짜? 왜?
P0 	: 왜긴
P1 	: 아버님 퇴직 전에 해야하지 않어?
P0 	: 코로나지
P1 	: 돈?
P1 	: 코로나...ㅋㅋㅋ
P1 	: 진짜?
P0 	: 응
P1 	: 아 사람들 많이 안올거 같아서 그런가
P0 	: 그리고 결정적으로 미국 이모가 못오신대
P1 	: 아버님 퇴직이 뭘 월인데?
P0 	: 퇴직 미루실득
P1 	: 미국이모 못오시면 못하는겨?
P1 	: 퇴직을 미룰 수 있어?
P0 	: 아니 그래서 마침 잘 됐다 코로나도 이모도 퇴직도 다 맞물려서
P0 	: 미루는 거 같아
P1 	: 아 &name13&&name19&이는 괜찮댜?
P1 	: &name13& 성격에 안좋아했을듯
P1 	: &name19&이도.. 자기 계획 틀어지는거 싫어하니까
P0 	: 이런 분위기에 하는 것보단 낫겠지
P1 	: 코로나?
P0 	: 나도 이번달 친구 결혼식 또 못 갈 거 같은데
P1 	: 글쿠만
P1 	: 근데 걔네 이미 부부
P1 	: 식만 미루는거지뭐
P0 	: 응
P0 	: &name4& 왜저래
P1 	: 몰라
P1 	: &name8&이도 같이 하는거 보니까
P1 	: 뭐가 있나봐
P0 	: 응
P0 	: 여보 와서 자자
P0 	: {emoji}
P1 	: 나 어제 넘 많이 잤어
P1 	: 할일 좀 하다 잘게
P0 	: 그래도 또 아침에 자지 마
P1 	: 응 알았어
P0 	: 약속
P1 	: {emoji:🤙}
P0 	: {emoji}
P1 	: 잘자
P0 	: 사랑해 여보야
P1 	: 사랑해~
P0 	: 오늘도 고마워용
P1 	: 나도요
P1 	: &name3& 자?
P0 	: 90%
P1 	: 아직 10프로 남았다니;;;
P0 	: 쪽쪽이 간간히
P1 	: 100프로 자면 쪽쪽이 빼줘야 하는데
P0 	: 자면서 뱉는거는?
P0 	: 뺐어
P0 	: 잠든듯
P1 	: 잘했어
P0 	: 그럼 이만
P1 	: 뿅
P0 	: 뿅
P0 	: 집에가용
P1 	: 응 조심히
P0 	: {emoji}
P0 	: &name3& 잠드는 중
P0 	: 네이버 부동산 - {share:url}
P0 	: &name3& 털달린 신발 아무래도 작은 거 같음 많이 걷다보니 발이 아프대
P0 	: 올 때 차에서 &name3& 이불 갖다주세요
P1 	: 응
P1 	: {share:photo}
P1 	: {share:video}
P0 	: 평화롭네^^
P0 	: 영상만 보면
P0 	: ㅋㅋㅋㅋ
P0 	: 아기 강아지 잔디밭 햇살 새소리
P0 	: 싸바해요 여보는?
P1 	: 이제 씻기고 옷 입혔어
P1 	: 힘들지
P0 	: 고생했엉
P0 	: 낮잠자나?
P1 	: 곧 자겠지...?
P0 	: 응 평소보다 늦네 잘 자겠다
P0 	: 여보도 자요 한숨
P1 	: 응
P0 	: 퇴근해요
P0 	: 일단 사진 보며 진정
P1 	: 응 집으로 출발
P1 	: 여보 도시락 제대로 못싸줘서 미안. 밑반찬은 싸놨고 냉동실에서 미니돈까스? 그거 사놨으니까 에어프라이어에 돌려서 싸가지고 가with밥 
	  청소도 안했음ㅠㅜ 빨래도 누웠을 때 생각남... 낮에 내가 할테니 오늘도 운동하러 가요.
	  글구 적금 꼭 만들고 이번엔 60만원 짜리 만들어 40, 20이렇게 쪼개서 만들어도 되고.
	  글구 안전문 앞에 장바구니들 차에 도로 갖다줘
	  출근 조심히 하구! 오늘도 안전하고 건강히 다녀와요! 사랑해~{emoji:♡}
P1 	: 여보
P1 	: 출근 잘했어?
P0 	: 응
P0 	: 일어났나용
P1 	: 아까 일어남
P1 	: &name3& 깨서
P0 	: 아앙
P1 	: 졸린데 다시 못자는중..?
P0 	: 우리여보 잠 부족해서 우째
P1 	: 괜찮아..
P1 	: 뉴스보면 좀 더 심각해진 상황인데
P0 	: &name3&는 요즘 6시에 우유먹는 게 루틴이 되네
P1 	: 오늘자 뉴스
P1 	: 실제론 중국 더 난리난거 같은데
P0 	: 옹
P1 	: 내부고발자들 얘기 현지 얘기 등 유튜브에 올라오는거 보면
P1 	: 휴
P1 	: 여보는 재택근무 어렵겠지..?
P0 	: 응 뭐 회사 동네나 우리 동네에 나타나지 않는 한은
P1 	: 그랭
P1 	: {share:url}
P1 	: 이거 봐봐
P0 	: 응 이따 볼겡
P1 	: 계속 삑삑 거려서 오토바이인줄 알았는데
P1 	: 일산화탄소 경보기
P1 	: {share:photo}
P1 	: lb라고 뜨는데 로우배터리 겠지?
P0 	: 아 그게 그 소리였어?
P1 	: 일산화탄소면 경고음이겠지..?
P0 	: 그렇겠지?
P1 	: 건전지 세개가 왜케 빨리 닳어..
P0 	: 벌써 닳나 배터리가
P0 	: 경고음인가 혹시
P1 	: 아 한달 간댂나..?
P1 	: 아냐
P1 	: 새면 수치로 나와
P1 	: 몇ppm
P0 	: 그렇군
P0 	: 한달? ㅠ
P1 	: 한달은 더 됐어
P0 	: 충전이라도 되면 좋겟ㄱ네
P0 	: 충전 건전지를 살까
P1 	: 지금은 사놓은게 있으니까 그냥 쓰자
P0 	: 응
P1 	: cma통장 5백 넣은거 하루이자 336원
P1 	: 어떻게 할지 정할 때까지 거기 넣어놓자
P1 	: 나머지 돈들
P0 	: 옹
P0 	: 상한 없어?
P1 	: 하루에 이자가 300원이 넘다니
P1 	: 응 상관없을걸
P1 	: 어차피 우리 엄청 많지도 않자나 ㅋ
P1 	: 천만원 정도 넣으면 하루 6백원 넘으려나
P0 	: 고랭
P0 	: 그럼 일단 저기에 뫃빵
P1 	: 적금들 이자 고만고만하지?
P0 	: 저기서 인출할 땐 수수료 없나
P1 	: 응 없어
P0 	: 옹
P0 	: 단점이 뭐지 대체
P1 	: 없지 단점이 뭐가 있겠어..?
P1 	: 어차피 예금자보험은 5천만원까지 다 되능거고
P1 	: 그니까 다 하나씩 가지고 있는거 같애.. 진작에 만들걸
P0 	: - 기본적으로 CMA는 5천만원 예금 보호를 해주지 않는다. 
	  - 이론적으로 원금 손실을 볼 수는 있는데 실제로 그런 일이 일어난 건 imf 때
	  - ATM 입출금이 '조금' 불편
	  - 자정~오전7시 사이 즘에 조회/입출금 불가
P0 	: 굳이 단점이라면 이런 것들이네
P0 	: 여보거 '종금형' CMA 인가? 
P0 	: - 미성년자 개설 어려움
P1 	: 앙 근데 증권사마다 입출금이나 수수료 정책이 다 다름
P0 	: 응응 
P0 	: 아 종금형이야?
P1 	: 몰라? 봐야돼
P0 	: 종금형은 5천만원 보호 해주는 대신 이자가 좀 낮대
P1 	: 나 발행어음이야
P1 	: 사실상 제일 많이 하고 혜택도 많은 거랬어
P0 	: 아 오키
P0 	: 퇴근해요
P0 	: {share:photo}
P0 	: 쥐ㅜ덫
P0 	: 생긴건 귀엽지만 더러운 쥐겠지?
P1 	: 헐랭
P1 	: 저런걸 설치하다니
P1 	: 생긴건 귀엽지만 균의 집합체지
P0 	: 그치
P1 	: 귀엽게 생각하는 사람도 드물걸
P0 	: 얼굴보면 우리 햄찌들이랑 큰 차이 없어서 ㅋㅋㅋ
P0 	: 암튼 &name4&가 대흥분해서 막 달려가길래 수상해서 일단 붙잡았더니 저런 게 있었음
P0 	: 혹시 나중에 산책할 일 있으면 조심해
P1 	: 응
P1 	: 대흥분할만 하지
P1 	: 저 쥐 불쌍해 ㅠㅜ
P1 	: 근데 우리집 근처엔 얼씬도 하지마..
P0 	: ㅋㅋㅋ불쌍한거야 뭐야
P0 	: 퇴근했어요
P0 	: 싸바해요?
P1 	: 웅
P0 	: 비오니까 천천히 갈게
P1 	: 응 조심히 와
P0 	: {emoji}
P1 	: 여보
P1 	: 출근 잘했어?
P0 	: 응응
P0 	: 싸바해요? ㅜ 아침에 잠도 제대로 못 잤겠네
P1 	: 응 괜찮아
P0 	: 에구 힘내용
P1 	: 응 아침에 &name4& 산책 잘했어?
P0 	: 응응
P0 	: 정말 똥이 마려웠던 건지 새벽인데도 신나게 나감
P1 	: 그렇겠지
P1 	: 그래서 응가 잘했어?
P0 	: 응응
P0 	: 30분 했어
P1 	: 잘했네
P1 	: 오전 내내 엄청 자네
P0 	: 밤에 제대로 못잤구나 똥마려워서
P0 	: 쿠팡 17~20시 사이에 온대
P0 	: 퇴근 전에 안 오면 어떡할ㄹ까
P1 	: 안오면 그냥 퇴근해야지뭐
P0 	: 그랭
P0 	: 점심먹었어?
P1 	: 응
P1 	: &name8&이랑 &name11&이 간식 줬는데
P1 	: 낮에 보니까 환경이 완전 더 처참하네
P0 	: 아침에 꽤 낑낑대던데
P1 	: &name4& 나가는거 보고 그랬나?
P1 	: &name8&이는 화가 많은거 같고
P1 	: &name11&이는 우울증같애
P1 	: 묶여서..
P1 	: 집이랑 마당은 엄청 꾸미면서
P0 	: 응
P1 	: 개들은 버린 애들마냥 키우네
P1 	: &name11&이 눈에 뭐가 났던데... 다래끼처럼
P1 	: 불쌍해주껏네
P1 	: 평생 목욕한번 안했을거 같애
P0 	: 에그
P1 	: &name11&이는 미용해줘야 하는 견종인데
P1 	: &name4&는 얼마나 럭키인지... 알까나
P0 	: 알거야
P0 	: 쿠팡 도착 ㅋㅋㅋㅋㅋㅋ
P1 	: 오 다행이다
P1 	: &name3& 낮잠
P1 	: 나두 자야지
P0 	: 응~
P0 	: 퇴근해요
P1 	: 응 조심히
P0 	: {emoji}
P0 	: &name3& 12.6~7
P1 	: 그거밖에 안된다니...
P0 	: 이제 굳이 안고 몸무게 잴 필요가 없었어
P0 	: 지가 체중계에 잘 서있음
P0 	: ㅋㅋㅋㅋ
P0 	: 출근 잘해서 운동도 했어요
P0 	: 여보 싸바해요?
P1 	: 응 싸바해
P1 	: 나도 목이 아프고 &name3&도 기침을 조금 해서 보니까
P1 	: 미먼이 장난아니네
P1 	: 안개인줄 알았는데 미먼 초미먼이여
P0 	: 안개랑 같이
P0 	: 아침에 저수지 주변 안 보이더라
P0 	: 지금 이 동네는 괜찮은데
P0 	: 일시적이려나
P1 	: 휴.. 목이 바로 아프다니
P1 	: 마당에도 못나가겠다
P1 	: 결국 원드라이브 무료체험으로
P1 	: 1테라
P1 	: 이거 진짜 보통일이 아니다
P1 	: 폰에서 원드라이브로 업로드하고 다시 아이패드로 다운로드.. 다 오래걸리네
P0 	: 편집 때문에 패드로 보낸다는 거지?
P0 	: 복잡해지네 ㅋㅋ
P1 	: 응 어디로든 보내야지
P1 	: 폰에서는 힘드니까
P0 	: 응응
P0 	: 화이팅이야 ㅋㄴ
P1 	: 영상편집이 이게 아주 노동이구나...;;;
P0 	: 응 ㅋㅋ
P0 	: 본격적으로 하려면 장난 아닐걸
P1 	: 응 그렇지만 나는 업으로 하려는 것도 아니고
P1 	: 취미삼아 하는거니까
P0 	: 응응 ㅋ 해봐
P0 	: 집에가용
P1 	: {share:photo}
P1 	: 이게 뭐야
P0 	: {emoji}
P1 	: 먹을라고 저기다 놓은거야?
P0 	: 응 운전할 때
P0 	: 나중에 버릴게
P1 	: ....ㅋㅋㅋ
P1 	: 종이컵에 넣어서 옆에 두고 먹든가
P0 	: 종이컵 천재다
P1 	: 그그래
P0 	: 30분이라도 자볼까 하고 누웠는데 &name3& 바로 깸
P1 	: ㅋㅋㅋ2시간 다되서
P1 	: 난 병점 스벅
P0 	: &name3&가 그 뒤에 좀 더 자줘서 그래도 좀 자땅
P1 	: 오
P1 	: 많이 더 잤는데...?
P0 	: &name3&는 한 30분 더 잤고 나 조금 더 조는동안 옆에서 놀더라
P0 	: 그러다 컴터 방 의자에 앉아서 혼자 아빠~!!를 부르면서 깨움
P1 	: ㅋㅋㅋ
P1 	: 옆에서 뭐하며 놀았어?
P0 	: 혼자 누워서 으아아아아아 이러는 거 같았음
P0 	: 그러다가 내 폰 발견하고 혼자 잠금 해제 시도하다가 포기한듯
P0 	: 내가 조느라 제대로 못 봄
P1 	: ㅋㅋ그랭
P1 	: {share:url}
P0 	: 고생했넹
P0 	: ㅋㅋㅋ
P1 	: 워뗘?
P1 	: 첫영상 치곤 괜찮지?
P1 	: {share:photo}
P1 	: 썸네일도 이렇게 했는뎅
P0 	: 응응 ㅋㅋ
P0 	: 여보 그림이 더 귀엽다
P1 	: ㅋㅋ
P0 	: 조만간 계란도 사야할 거 같아
P1 	: 나 지금 노브랜드 왔어
P1 	: 또 살거 있음 말해줘
P0 	: 노브랜드 초코링 시리얼
P1 	: 그거 맛있어..ㅣ
P1 	: ?
P0 	: 싼맛에
P1 	: 흠..
P0 	: 나쁘지 않아
P1 	: 그랭
P0 	: 아이스크림?
P0 	: 여보 저녁 뭐 먹을래?
P1 	: 글쎄다
P1 	: &name3& 저녁이 더..
P0 	: 아 파스타 소스
P0 	: 위에 많네요
P1 	: 응
P0 	: &name3&는 소면 삶아서 아기카레 비비거나 볶아서 주면 어떨까
P1 	: 그래
P0 	: {share:photo}
P0 	: {share:video}
P1 	: 또 눈이 많이 오네
P1 	: 동영상 좀 찍어줘 많이는 말고
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P1 	: ㅌㅋ
P0 	: {share:video}
P0 	: {share:video}
P0 	: 쿠팡 로켓으로 액상분유 시킴
P0 	: 직원 거의ㅜ모두가 지각하는 초유의 사태
P0 	: 나도 도착못함
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 천재지변급
P0 	: 교통상황
P1 	: 헐 진짜?
P0 	: 다 같이 지각하니까 맘이 편해지네
P1 	: 지하철 타는 사람들은 괜찮지 않나?
P1 	: 그건 그렇네 ㅋㅋ
P0 	: 지하철도 이상하대
P0 	: 계단까지 사람이 차서 못탄다거나 지하철이 안 간다거나
P1 	: 천천히 조심히 가
P1 	: 지금도 계속 온다
P1 	: 한 20센티 쌓인듯
P0 	: 올겨울 눈 한번에 몰빵인듯
P1 	: 그러게.. 다들 당황
P0 	: 파란불 2~3개 넘기고 20미터 전진
P0 	: 반복중
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이고
P0 	: 명절보다 더 심하네
P1 	: 아직 가려면 멀었어?
P0 	: 이제 도착ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다행이네
P1 	: 오늘 퇴근은 몇시에 하는겨.....
P0 	: 퇴근길도 이러려나 ㅠ
P1 	: 당연하지
P1 	: 금방 없어질 눈이 아니다
P1 	: 큰 길은 괜찮겠지만
P1 	: 평소보단 오래 걸릴듯 ㅠ
P1 	: 여튼 수고 많았어
P1 	: 오늘 배송하는 분들 완전 헬이겠다
P0 	: 그러게
P0 	: 쿠팡 괜히 시켰나
