# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 아 나도 네일하고싶다
P1 	: 근데 지금 손톱이 저렴한 a4 용지 두께만함
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 도랏나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄹㅇ ㅠ
P0 	: 힘주면 존너 패이는거아니냐
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 아니
P0 	: 일상이잖노
P1 	: ㄹㅇ
P0 	: 대체
P0 	: 머리는 빨리자라는데
P0 	: 나머지 단백질
P0 	: 존나 띵까띵까노
P1 	: 어제 가방이 안전밸트에껴서
P1 	: 잡아댕기는데
P1 	: 웬만하면 살에 붙어있는 손톱은 안접히잖아?
P0 	: 엄한게 빠질뻔{censored},,,
P1 	: 근ㄷ ㅔ같이 접혀서
P1 	: 자국남음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 접힌자국,,
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 스티로폼이냐,,?
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋ ㅠ ,,, 이대로 굽는기계에 들어가면 진짜 뼈가 녹는 느낌이겠지,,?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이거는
P0 	: 어떻게
P0 	: 못하나
P0 	: 평생 그래야하냐노
P1 	: 이거
P1 	: 내가 자꾸 건들여서 그런듯,,,, 몇달 암것도 안하고 기다려야될까,,
P0 	: ㅋㅌㅋㅋㅋㅋㅋ
P0 	: 그만 건드시라구요!~!~!~!~
P0 	: 몇달이나
P0 	: 기다려야될정도로
P0 	: 되버린거노ㅠ
P1 	: 그냥해볼까,,?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 두꺼워지고 좋지뭐,,,
P1 	: 오바 좀 보태서 건오징어 몸통보다 내 손톱이 더 약할듯
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야아냐
P0 	: 말랑하니깐
P0 	: 반건조하자
P0 	: 사람인데 그래도
P1 	: ㅋㅋㅋㅅㅂ ㅠ 반건조는 쫄길쫄깃하기라도하지
P1 	: ,,
P1 	: 표면에 껍질 귤그 하얀거처럼 올라오는데
P1 	: 진짜 자세히보고있으면 징그러움 ㅠ
P1 	: ㅋㅋㅋㅋ
P0 	: 으미핀
P0 	: 그걸 왜쳐다봐
P0 	: 맛있게 먹어야지
P0 	: {emoji}
P0 	: 아 전철에서
P0 	: 나프탈렌냄새 개오져
P1 	: ㅅㅂ ㅠ..... 나 회사
P1 	: 급여명세서 처음으로 봤는데
P1 	: 세전 세후 차이 21만원이야,,,
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ흑흑.......
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 좋아하는거노
P0 	: 싫어하는거노
P0 	: {emoji}
P1 	: 싫어하는거라노~!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 받는것도 별로 없는데 21만원이나 가져간다노,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 서글롬들
P0 	: 걍 없는 돈으로
P0 	: 생각하고 살아얀다는게
P0 	: 화나내요
P0 	: {emoji}
P1 	: 내가 오늘왜 봤는지,,,,
P1 	: ㄹㅇ 우리 세대는 진짜 세금 폭ㄷ탄 장난아닐텐데,,
P0 	: {share:photo}
P0 	: 머임
P1 	: 거의
P1 	: 서있는거아니냐?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아줜내웃기네진짜
P0 	: 전철 반대로 타서
P0 	: 두정거장이나가서
P0 	: 개빡쳤는데
P0 	: 옃자리 아저씨가 웃겨서
P0 	: 기분출림
P0 	: ㅅㅂ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭔가 민폐인듯 옆사람들한텐 민폐아님
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅅㅂ 다리
P0 	: 왜 점점 벌어지노
P1 	: 다소곳{censored}
P1 	: 아
P1 	: 그러냐?
P0 	: 닿으려{censored}
P1 	: 민폐네;;;
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 타이밍봐라ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 노렷노..
P0 	: ㅋㅋㅋㅋㅋㅌㅌ
P0 	: 짐으로
P0 	: 존나미는중
P0 	: 몫리
P0 	: 목서리
P0 	: 걸걸한거
P0 	: 이럴땐 좋노
P1 	: 예,,? 짐으로 미는거랑 목소리랑 뭔 상관이노~~!
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 하면
P0 	: 비켜준다노
P0 	: 잠들었어 이아저씨
P0 	: ㅠ
P0 	: 다리가 점점 180도가 되어가고있ㄴㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다시 기분 안좋아져ㅛㅆ겟다 ㅎ;;
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘 왜이리 춥냐 진짜로
P0 	: 그치
P0 	: 온도도
P0 	: 온돈데
P0 	: 자람
P0 	: 오짐
P0 	: 바
P1 	: 맞아 ㅅㅂ 어제 진짜
P1 	: 날아가진않겠지만
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 옷 안으로 바람 꼐속 들어가고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개웃기네
P1 	: 줜나 추웠어 진짜로
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 어제 그
P0 	: 엊
P1 	: 붕어빵집
P0 	: 집에만있았믄데
P1 	: 갔는데 맛나더라,,
P0 	: 바람 소리 개쩔었음
P0 	: 그러냐노
P1 	: 콩나물국밥 먹고
P0 	: 아 슈크림
P0 	: 줜나 먹고힢다
P1 	: 붕어 다섯마리 먹음..
P0 	: 소식햇노
P1 	: 근데 원레ㅐ 그렇게비쌋엇나 붕업빵이
P1 	: 거기 슈크림 2마리에
P0 	: 으리동네
P1 	: 처넝임
P1 	: ㅅㅂ ㅠ
P0 	: 존나비싸 걍
P0 	: 다그래ㅠ
P1 	: 안산 팥 다섯마리에 처넌이였는데작녀네
P0 	: 나 그런자리
P0 	: 하나 생기면
P1 	: 거기는 피자 붕어빵도 파는데..
P0 	: 하고깇어 ㄹㅇ로
P0 	: 여시에 붕어빵 장사여시
P0 	: 봣먀
P1 	: 아니,.,.
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 온갖맛
P0 	: ㄴ다 팔어
P1 	: 우와,,, 피자랑 고구마도 다 팔아줬으면,,,
P0 	: 지워졌노 ㅠ
P0 	: 다팔앗음
P0 	: 김치도
P0 	: 팔고
P0 	: 치즈넣어서
P0 	: 아
P0 	: 배고파
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 이번에 강릉가서 김치어묵고로케 먹었는데 줜나 맛있어,,
P0 	: 인천행인줄알고 천안행 타고있었노
P0 	: 족될뻔 ㅠ
P0 	: 도랏멘 말만들어도
P0 	: 미쳤다
P0 	: 개맛냄새나
P0 	: &name6&
P0 	: &name6&
P0 	: 몇키로냐
P1 	: &name6&
P1 	: 한 3키로,,,?
P1 	: 2.5- 3키로 정도 될듯???
P0 	: {share:url}
P0 	: 조낸 귀엽지 않노
P0 	: 몸무게를쓰래 신청하려면
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아미친 이렇ㄱ세 크다고,,?
P0 	: {share:photo}
P0 	: &name6&도 똑같이 가능할듯{censored}
P1 	: ㅋㅋㅋㅋㅋㅋㅅㅂ
P1 	: 포즈 뭐노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 개쩐다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜케커 방석이야??
P1 	: 사이트상에는 멸로 안커보이는데 ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅇㅇㅇㅇ
P0 	: 식빵방석이래
P0 	: 줜내 귀여워 미침; 근데
P0 	: 식빵이라기에는 뭔가 모양이 애매함
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 꿀고구마하는데
P1 	: 라는데
P1 	: ㄹㅇ 뀰발라뫃은거같음
P0 	: 미친
P1 	: 줜나 맛나,,
P0 	: 윤기보소
P0 	: 떡볶이에
P1 	: 미쳤음
P0 	: 존나 찍어먹어
P1 	: 헉
P1 	: 흑흑
P0 	: 떡복이
P0 	: 시켰음;
P0 	: 최소배달금액
P0 	: 왜있냐
P0 	: 개짜증남
P1 	:  ,,?
P0 	: {emoji}
P1 	: ㅠ
P1 	: 나 혼자라
P1 	: 덕복희 시키면
P1 	: 삼시세끼
P1 	: 2일 덛복희 가넝한
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 신전 기키면
P0 	: 시키면
P0 	: ㄱ
P0 	: 이틀먹믄다ㅠ
P0 	: 2인분 시키면
P0 	: 따로 나누ㅜ 보내주더라
P0 	: 아 언제오노
P0 	: 30준 안에 도착한댔는데
P0 	: 4분 남았노
P1 	: ㄹㅇ 적립 해놓을 수 있음 좋댐ㅅ움
P1 	: 일인뷴 시키면
P1 	: 반만 오고
P1 	: 나머지 다음에,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나만의 냉장고냐고요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 떡볶이집
P0 	: 근처애있음 좋겠다고ㅠ 서오개 직접
P0 	: 뭐야 오늘은 한번에 보내줬네
P1 	: 예,,?
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 시흥 스동네에사 젤 맛난 덕복희가
P1 	: 뭐냐,,,,
P1 	: {emoji}
P0 	: 우리동네
P0 	: 떡볶이들
P0 	: 진심 ㄹㅇ 싹 다
P0 	: 기복 오져버려서
P0 	: 딱 정할수가없름
P0 	: 왜냐고???????? 오늘 신전이 맛이없네????????
P1 	: 따흐흑,,
P1 	: ㅋㅋㅋㅋㅋㅋ 
P1 	: 난 불스가 맛 없다는게 너무 신기함,,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 불스 맛있를때는 줜나 맛있는데ㅠ
P0 	: 재재재작년에
P0 	: 처음 먹었었는데
P0 	: 그때 충격 잊지모대,,,
P1 	: 불스 시켜먹으면서 맛없던적 없었단말이야 ㅠ ㅋㅋㅋㅋ
P1 	: 근데 너 말 듣고 못시켜먹어보겠어 시흥에서,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 복불복 오져버리니깐
P0 	: 운수 좋은 날만
P0 	: 주문해라,,,,
P1 	: ㅅㅂ ㅠ 떡복이가 맛없으면 얼마나 맛없겠어,,,
P1 	: 야맞아
P1 	: 아까 이거 보여줄라그앸ㅅ는데
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 미쳤음 개맛있음
P0 	: 오
P0 	: 이거
P0 	: 콧멍에서본건데
P0 	: 신상인데
P0 	: 개맛있가던데
P0 	: 매움?!! 궁금하다
P1 	: ㅇㅇㅇㅇㅇㅇㅇ 개매움 ㅠㅠ 근데 집에서
P1 	: 계란 볶음밥이랑
P1 	: 아쉬울때 먹기 좋을 것 같은
P1 	: ㅜㅜㅜㅜㅠ집가면서 털어갈예장밈
P1 	: 흑흑
P0 	: 왜맵노,,,,ㅠ 먹어보고싶은데
P0 	: 근데
P0 	: 양너무적다
P0 	: 백그람이라니
P0 	: 누구 코에 붙이노
P1 	: ㄴㄴㄴㄴ
P1 	: 먹다보먄
P1 	: 당면 계속너와뮤슨
P1 	: 생각보다 많음 ㅋㅋㅋㅋㅋ
P1 	: 저것ㅂㅎ다 훠궈가
P0 	: ㅌㅌㅋㅋㅋㅋㅋㅋㅋ
P1 	: 덜맵다던데
P1 	: 안먹어봐서 모르겜ㅅ다노
P0 	: 뭐야 껌이네 그럼
P0 	: 아
P0 	: 훠궈가 그 훠궈가 아닌가보군
P0 	: ㅅㅂ 언제쯤
P0 	: 맘놓고 호우탕 갈수있노
P0 	: 씌아아앙~!~!~!~
P1 	: ㅠ 다시 확진자 줜나 늘단데
P1 	: 아 속상해~~~!!!!
P0 	: 햐외입국자긴한데
P0 	: &address&동에도 한 명 나롬 ㅠ
P1 	: 헐
P1 	: 왜그렇게 왔다갔다하지,,,
P1 	: 출장때문인가,,
P0 	: 대충봐서
P0 	: 기억은 안나는데
P0 	: 입국 후 바로 자가격리라고
P0 	: 봣건 것같음
P0 	: 출장인지 놀러간건진 모르겠다
P0 	: 겟는데
P0 	: 출장가는 사람들
P0 	: 줜나 불쌍해ㅠ
P1 	: 울 회사사람들도 어쩡수 없이 나가긴하는데ㅜ 흑흑..
P1 	: 놀러간거면 진짜 갸오바여
P1 	: {share:photo}
P1 	: 난 대ㅊ0 멀 찍으려고 햤던건지,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅅㅂ 먼 부윈지도
P0 	: 모르겟노
P0 	: 어떻게괸더지
P0 	: 이쪽이 엉덩이같은데
P0 	: 돈고는 오른쪽에이ㅛ고
P1 	: 흑흑 돈고 왼쪽이야,
P1 	: zzzzzzz
P0 	: 왜지??????
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니
P0 	: 저거
P0 	: 꼬리나니야????
P1 	: {share:photo}
P1 	: 꼬린데
P0 	: 귀엽노 미친
P0 	: 두살인가;
P1 	: 왼쪽이 돈고임
P0 	: 꼬린ㄷ
P1 	: 30날
P0 	: 꼬린오른쪽에있는데
P0 	: 돈고는 왼쪽에있다?
P1 	: 광견병
P0 	: 싱비롭노
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 여기가
P1 	: 돈고라노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: &name4& 발도락 움켜쥔거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: ㅇㅇㅇㅇㅇㅇㅇㅇ
P0 	: 맞아 저기 얘기한ㄱ였어
P0 	: 왼쪽이래서 안찍힌줄ㅋㅋㅋㅋㅋㅋㅋㅈ나진짜
P0 	: 뭐떻게 찍힌거지 그럼,,? 이러고 있었다고
P0 	: {share:photo}
P0 	: 언니 노란색 잘 받네
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄹㅇ 신기햐 평소엔 형부가 더 잘보이는데가끔 언니 보이는거 ㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 올해 첫 호빵이다,,
P0 	: {share:photo}
P0 	: 실허ㅏ냐
P0 	: 실화냐고
P0 	: 실화냐고|!~!~!~!~!~~!~!!!!!!
P0 	: 맛이ㅛ갰노,,,,
P1 	: ????
P1 	: 머가???
P1 	: 헉
P1 	: 왜 1일에 안태어나고
P1 	: 어!?!?~?!~?!?!
P1 	: 장난하냐?~!?~!?!?
P0 	: ㅠㅠㅠㅠㅠㅠㅜㅠㅠㅜㅠㅠ
P0 	: 시바 이러나저러나
P0 	: 한국에서 같은 해에 태아나면
P0 	: 같은 나인데
P0 	: 왜케 늦게 태어났냐!!!!!!
P0 	: 왜!!!!!!!!!
P0 	: {emoji}
P1 	: 야 그래도
P1 	: 내년 일년 내내 받겠네,,,,
P1 	: 부럽다,,
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 내년 언제쯤 신청뜨려나,,,
P0 	: 지금 4분기도
P0 	: 안열린것같던데
P0 	: 내년3월.,?2웡,,,?
P1 	: 이번에 11월달에 뜨지않나?
P1 	: ㅋㅋㅋㅋㅋ
P1 	: ㅠ
P1 	: 그거 받으면 아빠 안경 맞춰줄라그랬는데
P1 	: 안산에서 맞춰야되노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 맞추고 같이 퇴근하면 되잖노 ㅎ
P0 	: 다비치로가라노 포인트 전국으로 되지않냐
P0 	: {share:photo}
P0 	: 개웃김
P1 	: 아니 서랍 왜이리 많아 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아빠 다초점 안경 맞춰야돼서
P1 	: 그런데 머ㅜㄴ가 못믿음직 스러워,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안경 ㅅㅂ 줜나 비싸노,,,,,,,,,,,, 평생 보면 진짜 차라리 라식라섹이 나은듯
P0 	: 헐
P0 	: 아빠
P0 	: 아니
P0 	: 우리엄마
P0 	: 엄마도 다초점임
P0 	: 다비치가셈 ㅇㅇ
P1 	: 아그ㅐㄹ?.,,, 우리아빠 그 롯데마트안에있는 안경점 거기가 아빠눈에 젤 잘맞춰준다고
P1 	: 거기 가고싶다고 하던데
P1 	: 울아빠 그래서 작년에도 &address&동에있다가 시흥가서 맞추고옴;;,,
P0 	: 아 나 궁금햇는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 거기 사장
P0 	: 코롱마트때부터
P0 	: 하던사람이냐?!
P0 	: 모르려나 ㅎ
P1 	: ㅅㅂ 코오롱마트 존나 오랜만이노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야 달글에
P1 	: 그건 기억못해,,,
P0 	: 코롱마트
P0 	: 검색해봐
P0 	: 줜나 추팔하는 댓글
P0 	: 개많음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그 댓글중에 반은 나임 일단
P1 	: 그 코롱전에
P0 	: {share:photo}
P1 	: 또 있었는데
P1 	: 뭐들
P1 	: 뭐더라
P0 	: 코오롱이 원조고
P0 	: 그다음이
P0 	: 지에스아님?!
P1 	: 아 맞네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 몇번 계속 바뀌다가
P0 	: 다비치
P0 	: 가격 전국 정찰제라 다 똑같을거임
P1 	: 공사 거의 일년하고 롯마 생긴 것 같은데
P0 	: 아빠 눈 많이 나쁘시냐!>?
P1 	: ㅠ
P1 	: ㅇㅇㅇㅇ
P1 	: 아
P1 	: 근데
P1 	: 세번압축까진
P0 	: 아 아까 꽃만지고 눈 만져서
P1 	: 아님
P0 	: 계속 간지럽네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시벌 우리엄마가 ㅓ더 나쁜거노ㅠ
P1 	: 다비치 여기도 잇나?
P0 	: 여기도있는데
P0 	: 안산으로가야지
P1 	: 아 맞네
P0 	: 너 돈 쓸수잇ㄴ느거아냐?
P1 	: ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내 기억에는
P0 	: 포인트 전국 다 ㄷ똑같았어
P1 	: 그거 받으면 신발살라했는데,,,
P1 	: 나 포인트 없어,,
P0 	: 포인트 ㄱ꽤많이
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쌓여서
P0 	: 나중에 안경 바꾸거나 그럴때
P0 	: 쓰면 갸꿀임
P1 	: 나 안경 안쓰는데...
P1 	: 흑흑...
P0 	: 너만
P0 	: 안쓰는거잖아
P0 	: ㅎ
P1 	: 아 다 안써요~!~!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아빠만
P1 	: 써~!~!!!
P0 	: 렌즈 나중에
P0 	: 바꿀때 
P0 	: ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋ ㅠ...
P0 	: 너가 왜 써 포인트~!~!~
P1 	: 속상{censored}..
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 암튼
P1 	: 어제 오징어 순대
P1 	: 시켰어,,
P0 	: 너
P1 	: {emoji}
P0 	: 아니
P0 	: 너
P0 	: 너?
P1 	: 뭐~!~!!
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 엄마 들어와서 말시켜서 까먹ㅇㅁ음
P1 	: 아 뭐요~!~
P0 	: 기;다려봐 기어좀해내고
P0 	: 아아
P0 	: 그 안경점
P0 	: 롯마안경점
P1 	: 말시켜 먹었다는줄
P0 	: 가격 저것보다비싸면
P1 	: 알았자나요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저기보다 비싸면 다비치 가라고
P0 	: 하려햇음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ일단 덩네 다비치로 가보고
P1 	: 가격 괜ㅊ낳으면
P1 	: 안산으로 가자해야지,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 여기
P0 	: 친절하다대
P0 	: 난 한번도 안가봄
P0 	: 가면
P0 	: 플친추가하면
P0 	: 카카오 볼펜준다!~!~!~!
P1 	: ㅅㅂ ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 볼펜 필용벗다고요~!~!!
P0 	: 뭘 벗어~!~!~!
P1 	: 신발사고싶었었어.............................
P1 	: 잘가라 신발,,
P1 	: 내돈 더 보태서 사주게 생겼네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭐 사려햇노
P1 	: 그냥,,,,,,,, 정하진않았어,,,,,,
P0 	: 나 생일쿠폰
P0 	: 들어온곳들 많아서
P0 	: 브랜드 정해지면 말해보라노
P1 	: 근데 사도 그거 11월 초에 신청해서
P0 	: 탈락
P1 	: 12월에 받는거 아닐까
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 들어와야 살 수 있다구요~~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 있는 닥마나 잘 신자~!~!~!~
P1 	: 아 왜요,,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
P1 	: 발목때매 불안하다구요~~!
P0 	: 아맞다 다치셨죠 ㅎ,,
P0 	: 깁스 언제까지해야{censored}
P0 	: 아직도 응원받니
P1 	: 이거,,, 아마 다음주,,?
P1 	: 하고있으면 안불편한데
P1 	: 아니 안아픈데
P1 	: 빼고 다니면 시큰거리고 약간 덜렁거리는 느낌임,,
P0 	: {share:photo}
P0 	: 텀 실화노
P0 	: 으미친 덜렁이라뇨ㅠ
P0 	: 시큰거리냐
P0 	: 어오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 그거
P1 	: 너거 선물 아직도 답변안옴 ^_^
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개웃기네
P0 	: 내년에 답변 달리는거아ㅣ니냐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 십색기덜,,,
P1 	: 야 &name4&
P1 	: 이번주 토요일날 백일이다,,,
P1 	: 벌써 3개월 인생 살았음,,
P0 	: {share:photo}
P0 	: 뭐ㅓ야 나 존나놀람
P0 	: 뭐야
P0 	: 백일
P0 	: 이제막이엇니
P0 	: 나 언니 인스타보고 지난줄
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 인생 3개월챀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 즈ㅏㄴ내귀엽노
P1 	: ㅎ;; 시댁쪽이랑 우리쪽이랑
P1 	: 나눠서한다고 거기는 미리함 ㅋㅋㅋㅋㅋㅋ
P1 	: &name3&가 너무 차별해서
P1 	: 거기 식구들 좀 그럴까봐,,,
P0 	: &name3&가
P0 	: 차벌한ㄴ다는게
P0 	: 먼말이노
P1 	: 우리 엄마아빠만 너무 좋아함,,
P1 	: 맨날 거기 시댁가있으면
P1 	: 엄마~~ 이제 &name6&할머니네 가면안돼??
P0 	: 아아아아ㅏ
P0 	: &name3&가
P1 	: 이제 가자~~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
