# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 무서워
P0 	: 진샘
P0 	: 은 왜 아무도 안쳐내지
P1 	: 그니까
P1 	: 집착 너무 심해
P1 	: 징그러어
P0 	: 와
P0 	: 은별이 연기 미쳤다
P0 	: 목소리 그대로 겹치네
P0 	: 애들이 점점 연기가 물올라
P1 	: 인정
P1 	: 아 진샘
P1 	: 왜또나와
P0 	: 그니까
P0 	: 저리가 떼익
P0 	: 은별이도 연기하는거지? 
P0 	: 진샘 이상한거 알구
P1 	: 그런거같아
P1 	: 은별이 정신차려라!!!!!!!!!!!
P0 	: 억
P0 	: 너무 무섭게 찌르는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜
P1 	: 살벌;;
P0 	: 그니까
P0 	: 데일리 마무리하면서 12시까지 드라마 봐야지이 냠냠
P1 	: 구웃
P0 	: 귀여워ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 규지니 일행
P0 	: 규지니 왜저렇게 잘 차려입고 설거지하는거야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진분홍씨ㅋㅋㅋ
P0 	: 거짓말 못하는 연기 잘한다ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 완전ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 개잘해
P0 	: 베우들이 본인 역할에 점점 빠져드는듯 
P0 	: 크
P1 	: 마져 먼가 점점 더 몰입감 높아져
P1 	: 이래서 막장을 못끊어
P0 	: 미쳤어 마자.............
P1 	: 결말 너무궁금하다
P1 	: 천서진 귀엽게 무네
P1 	: 앙
P0 	: ㅋㅋㅋㅋ아니
P0 	: 그와중엨ㅋㅋㅋㅋㅋ
P0 	: 비서들 왜 안말리고ㅋㅋㅋㅋ그렇게 평온하게 바라보는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그니까
P1 	: 완전웃겨
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이어서 한편 더해라#
P0 	: 다같이 망하쟈아~
P1 	: 다음화 어떻게 될까!!!!!!!!
P0 	: ㅋㅋㅋㅋㅋ음 이제는
P0 	: 반전 말고
P0 	: 그대로 무너지면 좋겠어
P0 	: 즐거워하는 이순간!!!!!1
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱ맞아 사이다필요해ㅠ
P1 	: 이제 그만좀 꼬았으면 좋겠어
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 근데 욕하도 먹어서
P0 	: 고만할거 같아
P0 	: 다시 꼴 것도 없을거 같아 사실
P1 	: 진짜 뇌절이야
P1 	: 그만할 때야 이젠...
P0 	: 뇌절?
P0 	: 뇌가 절여진거...여?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어..............?
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋ
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 현웃터졌자낰ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 당황하지 말라곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아놬ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅅㅋㄱㅋㅋㅋㅋㄱㅋㄱㅋ
P0 	: 내가 찾아볼걸
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아잌ㅋㅋㅋㅋ아는척이 정답인데...
P1 	: 아 겁나 당황했네
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱ
P0 	: 와 나 근데
P0 	: 들어는 봤는데
P0 	: 뜻은 오늘 처음알았어ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋ그럴 수 있지
P1 	: 앞으로 유용하게 쓰도록해
P0 	: 쓸일이 이쓰까? 
P0 	: 펜하정도되야
P0 	: 쓰는거 아니야?ㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 무한반복 죽은 사람 살리기
P1 	: 으
P1 	: 질려질혀
P0 	: 그리고 또 죽이기
P1 	: ㅋㅋㅋㅋㅋㅋㅋ너무한거 아니냐고ㅜ
P0 	: 사람이 죽고 시체가 나오는데
P0 	: 안놀라는 드라마는 이것뿐
P1 	: 오윤희도 어딘가 살아있겠지
P0 	: 시체를 보면 의심부터해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어
P1 	: 맞아 진짜
P0 	: ㅋㅋㅋㅋㅋㅋㅋ내 말이ㅋㅋㅋㅋ
P1 	: 저거 진짠가?
P0 	: 다들
P1 	: 밀랍인형이네~
P0 	: 의심병만ㅋㅋㅋ
P0 	: 키우는 드라마ㅋㅋㅋㅋㅋㅋㅋ
P0 	: & 석훈이 미모의 물오름을 바라보는 드라마...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 목꺾인다
P0 	: 하루종일 이러고 누워서
P0 	: 놀았더니
P0 	: 목이 90도로 꺾여..-_-
P1 	: 스트레칭좀 하구 다시 누워
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 승모근 일어난다
P0 	: 목을 뒤로 꺾어줘야하나
P1 	: ㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지금 그 베개 받혀서 누웠다가 목만 위로 살짝 빼서
P0 	: 90도로 꺾어서ㅋㅋㅋㅋ
P0 	: 티비만 바라보고 있그든
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 와우
P0 	: 신기한 자세다
P0 	: 아직 유지하고있는 나에게
P1 	: 목허리 작살나고싶어서 환장했네
P1 	: ㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㄱㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ한숨을 보낸다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ허리도 작살나?
P0 	: ㅋㅋㅋㅋ
P0 	: 지금 더 움직이기가 싫어서..
P1 	: 목아프면 허리까지 타고 내려가지않아?
P1 	: ㅋㄱㅋㄱㅋㅅㅋㄱㅋㅅㅋㅋ
P1 	: 아직 그 자세에 통달하지 못했군
P0 	: 아직 많이 안아파봐써
P0 	: 냠냠
P1 	: 자넨 멀었어~~~~
P0 	: 배가 고픈건 덤이야
P0 	: 왜지
P0 	: 배불리 먹고
P1 	: 아
P1 	: 배고플시간이네
P0 	: 배는 위로 불쑥 나한테 인사하고 있는데
P1 	: 죄책감 갖지 마
P0 	: 왜 배가 고프냐
P1 	: 앙탈부리는거야
P0 	: 30분쯤 전에 요플레 먹구왔는데
P1 	: 오
P0 	: 더달라는건가
P1 	: 딸기여플레?
P0 	: 이자식
P0 	: 복숭스
P0 	: 오늘 사왔거든
P0 	: ㅋㅋㅋㅋㅋㅋㅋ2만원쓰고 설문하고 만원 받기
P1 	: 요플레 요즘 너무 조그매졌어ㅠ
P0 	: 마자
P0 	: 난 그래서
P0 	: 큰거사
P1 	: ㅋㄱㅋㅋㅋㄱㅋㄱㅋ아
P0 	: 500짜리 이런거
P1 	: 짱큰거
P0 	: 어어
P0 	: 거기에 견과류붓고
P1 	: 헥
P0 	: 꿀에 잰 흑마늘 
P1 	: 엥
P0 	: 그래놀라 후레이크
P1 	: 흑마늘은 쫌
P1 	: 상상안간다
P0 	: 와 흑마늘 쫄깃쫄깃 넘나 맛있다구
P0 	: 젤 맛있어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아진짜?
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: 울가족들은 푹빠져있지
P1 	: 마늘먹으면 방구에서 마늘냄새나서
P0 	: 지난 번에 3알인가? 코끼리 흑마늘 오는거
P0 	: 받아봤어?
P0 	: 아니 
P1 	: 시러ㅠ
P0 	: ㅋㅋㅋㅋㅋ아닠ㅋㅋㅋㅋㅋㅋㅋ카톡으롴ㅋㅋ
P0 	: 방구트지마라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱ
P0 	: 나는 워낙 마늘 먹어대서
P0 	: 잘 모르겟네
P0 	: 장아치도 먹구
P1 	: 마늘방구도 내성생기나?
P0 	: 구운마늘
P1 	: 난 왜 안생기지
P0 	: 몰라 나는 못맡아봣는데
P0 	: 안맡구싶어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P1 	: 그 마늘 좋아하면
P0 	: 응으
P1 	: 마늘 삶아서?쪄서?
P0 	: 궈서
P1 	: 쪘던거같아
P0 	: 삶아서는 뭐지 삶아서 묵나
P1 	: 마늘 껍질 다 까서 쪄서
P1 	: 그 야쿠르트랑 갈아먹으면
P1 	: 맛있어
P0 	: 나 식당에서도 마늘 있으면 생마늘도 많이 먹는데
P0 	: 남친이 도망가
P0 	: 밥만 먹고나오면
P1 	: 오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오
P0 	: 야쿠르트?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웅
P0 	: 신기한 제조법일세
P1 	: 비율 잘 맞추면 맛있어
P0 	: 건가에 좋은건가
P1 	: 음
P1 	: 방구냄새는 확실히 마늘먹은거 왕창 티내더라
P1 	: 건강해질것같은 느낌
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나는 안끼고 다닐게 
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㄱㄱㅋㅋㄱㅋㄱ
P0 	: 공기청정을 위해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ건강이 먼저라구
P1 	: 마늘 안넣어도 그냥
P1 	: 야쿠르트만 갈아서
P1 	: 잣 올려먹음 맛이쏘
P0 	: 야쿠르트는 물이자나
P1 	: 견과류 얹어서
P0 	: 어뜨케갈지
P1 	: 살짝 얼린거였나
P1 	: 사실 초딩때 먹은거라
P1 	: 기억 잘 안나
P0 	: 호옹
P0 	: 아닠ㅋㅋㅋㅋㅋㅋ넘 예전 아니냐구
P1 	: 근데 디게 맛있게 먹었던 기억만 나
P0 	: 어므니가 아시는거 아니야?
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ
P1 	: ㄴㄴ친구집 놀러갔다가
P0 	: 아,,,,
P1 	: 친구가 갈아줬어
P1 	: 신기하지
P0 	: 엄마찬스 써보라 할랬드니
P0 	: 친구 연끊었니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋ
P1 	: 누군지 기억도 안나
P1 	: 알면 물어보고싶다
P1 	: 혹시 그 야구르트 얼린거였니..?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 15년만에 연락해서
P0 	: 물어보기
P0 	: 거의 샹달프 남친 수준이네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅅㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P1 	: 무서워서 차단할것같아
P0 	: ㅋㅋㅋㅋㅋ나도...
P1 	: 포기하는걸로 하자.....ㅎㅎ
P0 	: ㅋㅋㅋ내가 그냥 이것저것 시도해보지뭐
P0 	: 잣 좋아해
P0 	: 잣죽 땡기네
P1 	: 잣죽 맛있지
P1 	: 아 혹시 깨죽 알아?
P1 	: 남친 깨죽 한번도 못먹어봤다해서 놀랬어
P1 	: 어쩌다 최근에 죽 얘기하다가
P1 	: 깨죽얘기 나왔는데
P1 	: 그런게 어딨냐구 해서 충격
P0 	: 깨죽? 
P0 	: 나도 먹어보진 않았는데
P0 	: 아니 근데 먹는건 집집마다 너무 달라서
P0 	: 된장에 어묵 많이 넣어먹어? 
P1 	: 어...?
P1 	: 된장에 어묵...?
P1 	: 된찌에 어묵......?
P0 	: 남친잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 반응이 그렇더라고
P0 	: 우리는 되게 자주 넣어 먹엌ㅋㅋㅋ마싰음ㅋㅋㅋ
P0 	: 똑같이 된장에 오뎅만 넣으면 되거덩
P1 	: 신기하다
P1 	: 진짜
P1 	: 언젠가 함 해먹어봐야지
P1 	: 쌈장에 두부
P1 	: 맛있어
P0 	: 그건뭐얔ㅋㅋㅋㅋㅋ
P0 	: 두부 생두부?
P1 	: 웅웅
P0 	: 를 쌈장에 찍어먹어?
P0 	: 오
P1 	: 두부 으깨서
P0 	: 이건 상상되는맛인데
P1 	: 쌈장이랑 같이 비벼
P0 	: 으깨서 
P1 	: 밥도둑이야
P1 	: 진짜
P0 	: 물나오지 않아?
P1 	: 별로 많이 나오진 않았던거같아
P1 	: 쌈채소에 밥이랑 두부쌈장만 올려먹어도
P1 	: 진짜 맛있너
P0 	: 오오
P0 	: 방금
P0 	: 상상했어
P1 	: ㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㅅㅋㄱ
P0 	: 맛있겠닼ㅋㅋㅋㅋㅋㅋ
P1 	: {share:info}
P0 	: 오! 약간 볶음고추장에 두부넣은 따듯하게해서 먹구싶다
P1 	: 비쥬얼은 좀 별론데
P1 	: 맛있음
P1 	: 고추장...볶아...?
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㅋㄱㅋㅋㄱㅋ
P0 	: 잉
P0 	: 쌈장만 들어간거야? 
P1 	: 두부쌈장?
P1 	: 웅
P0 	: 비주얼은 약간 양파 뭐시기 많이 들어가보이는데
P0 	: 오호
P1 	: 두부랑 쌈장
P0 	: 이건 곧 시도각이다
P1 	: 뭐 기호에 맞게
P1 	: 양파나 고추도 넣긴 해
P1 	: 만들기 쉬워서 자취할때 마니먹었오
P0 	: 옹
P0 	: 자취도 했구나
P0 	: 자취러는
P0 	: 완전 음식 잘하거나
P0 	: 완전 안하거나 둘 중 하나던데 보통
P0 	: 극과극
P1 	: 으음
P0 	: ㅋㅋㅋㅋㅋㅋ'
P1 	: 난 안했어
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㅋㄱㅋㄱㅋ
P0 	: 넌 후자구낰ㅋㅋㅋㅋㅋㅋ
P0 	: 그래도 쌈장두부
P0 	: 두부쌈장
P0 	: 같은거도 아는구만 왜!
P1 	: ㅋㅋㄱㅋㄱㅋㅋㅋㄱㅋ쉬운거만 해!
P0 	: 그게 어디야
P0 	: 최근에 해먹어 보고싶던데
P0 	: 가지에
P0 	: 고기 다진거 넣고
P0 	: 파스타 소스 or 바질 소스 뿌려서 오븐에 구워먹더라
P1 	: 오
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 난 가지를 싫어해
P0 	: 뭔가 느낌와?
P0 	: 아
P1 	: 가지 물컹해서 싫어...
P0 	: 나 가지 진짜 싫어하거든? 
P0 	: 아니지
P0 	: 했거든? 
P1 	: ㅋㄱㅋㅋㄱㅋㅅㅋㄱㅋ웅웅
P0 	: 근데 그 간장 같은거로 간하면 물컹하고 해서 아예 안먹는데
P0 	: 이번에 그냥 구워서 먹었는데 -
P0 	: 오 꽤 흐음~?
P1 	: 오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이러다가 굴소스 넣어서 먹어봤는데
P0 	: JMT..
P0 	: 와
P1 	: 굴소스 마법의소스야
P1 	: 굴소스에 볶아?
P0 	: {share:photo}
P0 	: 이건 파스타 소스
P0 	: 굴소스에 볶은거는 양파랑 그런거 넣고 약간 중식 느낌 나더라고
P1 	: 오....
P1 	: 파스타소스는 좀 맛있겠다
P0 	: 억ㅋㅋㅋ쏴맄ㅋㅋㅋㅋ
P0 	: 읽씹이라니..?
P0 	: {emoji:힘듦}
P0 	: 굿모닝 :) 주말이다앙
P1 	: 아뇽아뇽
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱ갠찬여
P0 	: 군모닝이야
P0 	: 거 딩굴기 참~ 좋은 날씨네
P1 	: 그르니깐~
P1 	: 오늘은 영등포로
P1 	: 나와써
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 벌써?ㅋㅋㅋㅋ
P0 	: 어우 잘 다닌다잉ㅋㅋㅋㅋ뭐해
P1 	: 희희
P1 	: 냉면먹구
P0 	: 오
P1 	: 실내 가서 놀기로해쏭
P0 	: 평냉인가요
P1 	: 오늘은
P0 	: 잘만나네 :) ㅋㅋㅋㅋㅋ
P1 	: 평범한 회냉믄입니다
P1 	: ㅋㅋㅋㄱㅋㄱㅋㄱㅋㅋㄱ
P0 	: 실내 백화점 이런데 가능고?
P1 	: 대...실....!
P0 	: 난 이제 장보러 가야지
P0 	: 오 좋지좋지
P1 	: 에어컨틀고 먹을거 시켜먹고
P0 	: 젤 편해ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넷플릭스 몰아보기 해야지
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 컴터 두대 이런데도 있단데
P0 	: 게임하거나 뭐 찾아보기 좋음ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ마져
P1 	: 넷플 좀 보면 시간 순삭이야
P0 	: 난 넷플 같이 잘 안봐ㅋㅋㅋㅋ
P0 	: 서로 보고있는 속도가 달라서
P0 	: 서로 스포하여고 안달이라서ㅋㅋㅋ
P1 	: 시간 순삭
P1 	: 저녁 곱창볶음시켜먹었오
P1 	: ㅎㅎㅎㅎㅎㅎ
P0 	: 오ㅋㅋㅋㅋ
P0 	: 오면 식어서 곱창 좀 덜맛있지 않니
P0 	: 난 곱창은 한번 실패하고는 안시켜
P1 	: 구래??
P1 	: 난 시킬때마다
P1 	: 실패는 안했던것같아
P1 	: 항상 맛있게 짱 잘먹음...ㅋㅋㅋ
P0 	: 우뛰ㅋㅋㅋ
P0 	: 식당을 자롯골랐나 요기요 배민 이런데서 평점 좋은디루 했구만ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ쯥ㅋㅋㅋ
P0 	: 난 파스타 배달도전해서 성공적이여씈ㅋㅋ
P1 	: 오
P1 	: 파스타 배달 맛집 별로 없는데
P1 	: 잘골랐나보다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ우리가 텍아웃해서ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 평점 넢안데로 갓다왓지ㅋㅋㅋㅋ
P1 	: 앟
P1 	: 그런거면
P1 	: ㄱㅊㄱㅊ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 파스타는 바로 먹어야 젤 맛있어
P0 	: 마자 좀 아쉽긴 했어ㅇㅇ 포장해서 먹은거 감안하면 매우 만족ㅋㅋㅋㅋ뇨끼도 쫀득하고
P0 	: 얼른 코로나 괜찮아져서 맛집 뭉테기러 다니고프다
P1 	: 오
P1 	: 뭉태기 하니까 육회묵고싶다
P0 	: ㅋㅋㅋㅋㅋㅋ뭉티기? ㅋㅋㅋㅋㅋㅋㅋ먹는거로는 여기저기 생각이 잘튄당 ㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㅋㅅㅋㅅㅋㅅㅋㅋㅋ
P1 	: 맛있는건...많으니까...!
P0 	: 마즘ㅋㅋㅋㅋㅋ
P0 	: 오늘은 일찍 기절하는 날이다 냠냠 씨유!
P0 	: ㅋㅋㅋ굿엪터눈? 
P0 	: 군모닝은 빼먹고 돌아돌아왔구만
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P1 	: 으뇽
P1 	: 벌써 6시가 되어간다구
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뒤늦게 밍기적거리는 날도 있는거지 뭐ㅋㅋㅋ
P0 	: 엑셀 공부를 하자! 
P1 	: 그렇긴 해!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 급 엑셀 공부ㅋㅋㅋㅋㅋ
P1 	: 엑셀 너무 어려워
P1 	: ㄲㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: 마즘
P0 	: 근데 또 책 있는거 따라하면
P0 	: 할만해
P1 	: 아 그래?
P0 	: 움
P1 	: 나 컴활 딴다고 책만 사두고
P0 	: 엄청 두꺼운 엑셀 책
P1 	: 안하고있어...
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ
P0 	: 컴활ㅋㅋㅋㅋ
P0 	: 나도 꿈의 자격증이야
P1 	: ㅋㅋㄱㅋㄱㅋ나만 그런거 아니지?
P0 	: 꿈속에서만 보거든ㅋㅋㅋ안따..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㅋㄱㄱㅋㄱㅋㄱㅋ
P1 	: 이미 취업도 했고,,,,
P0 	: ㅋㅋㅋㅋ
P0 	: 그게 젤 크지ㅋㅋㅋㅋㅋ
P1 	: 엑셀...기본만 하면 되는거지 머
P1 	: ㅎㅎㅎㅎㅎㅎ
P0 	: 이력서에 써야할 한줄이 필요 없는 상황ㅋㅋㅋ
P1 	: 마져
P0 	: 내 친구는 아침에 
P0 	: 한시간씩 일찍와서
P1 	: 이직할때나 쓰려나
P1 	: 오
P0 	: 엑셀책을 3번 떼더라
P1 	: 와
P0 	: 그러더니 엑셀 똑돌이가 됐어
P1 	: 열정 대단하다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ미쳤지
P0 	: 똑같은 돈 받고 
P1 	: 완전;;
P0 	: 왜케 열심히 사는지
P0 	: 사람 현타오구로ㅋㅋ
P1 	: 업무에 필요한 기능이야?
P0 	: 직무 바뀔때마다 그러더라고
P0 	: 음 아니 외근이다가 - 내근을 왔는데 
P0 	: 매우 미미하게 필요한데도 불구하고ㅋㅋㅋㅋㅋ
P1 	: 대단하다ㅋㅋㅋㅋ
P0 	: 열-공- 사람 성격이 그래
P0 	: 쯥
P1 	: 맞아 그런 사람들이 있어
P0 	: 배우자
P1 	: 하지만 난 아님
P0 	: 일단 드라마부터 보고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 야매로 할꺼야
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 오늘은
P0 	: 집콕이야?
P0 	: 몰랐는데 비왔네
P1 	: 웅 커피한잔하러 남친동네 갈라다가
P1 	: 비와서 포기햇서
P0 	: 웅
P0 	: 엇
P0 	: ㅋㅋㅋㅋㅋㅋㅋ야 근데 오늘도 봤으면 너희 정말 자주본다
P0 	: 시도했다는거에 먼저 감동..
P1 	: ㅋㄱㅋㅋㅋㄱㅋㄱ간만에 쉬는거라
P1 	: 뽕뽑아야지!!!!!!
P0 	: 우린 어제 봤으니 당근- 쉬지! 
P0 	: 각자! 잘쉬자! 
P1 	: 평소엔 일주일에 두번밖에 못봐
P0 	: 이런 느낌..ㅋㅋㅋ
P0 	: 아니ㅋㅋㅋ
P1 	: 오..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 평소에 1번ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㄱㅋㅋㅋ
P0 	: 혹여 누가 주말에 코로나 의심 or 감기기운이다
P0 	: 2주에 한번도 봨ㅋㅋㅋ
P1 	: 오아...
P0 	: 다들 사이버 남친이냬ㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ거짓말말라고
P1 	: 난 못버텨
P0 	: ㅋㅋㅋㅋㅋ짜증낰ㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 난 예전엔 못버틴다 생각했는데
P0 	: 요새는 집콕이 좋아지더니
P0 	: 노상관- 각자 쉬는게 점점 편해지고 있어ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우린 줄은게 이정도야...
P0 	: 엄마가 걱정해 막 이번주는 왜 안만나냐고
P1 	: 일주일에 5번씩 만났어....
P1 	: 오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋ
P1 	: ㅋㅋㄱㅋㅋㄱㅋㄱㅋ
P0 	: 안피곤하냐
P0 	: 체력들이 대마왕들이네
P1 	: 첨엔 불타잖아!
P0 	: 크-
P0 	: 불타오르네
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
