# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P3 	: ㅎㅎ
	  저는 딸아이 음식 거의 따로 안해요.
	  예전부테..
	  좀 맵다 싶으면 죄다 물에 씻겨 먹임.
	  오늘도 저는 낙지볶음
	  딸아이는 물에 씻은 낙지보끔
P2 	: 이것도 좋은 방법
P2 	: ㅋㅋㅋ 언제부터 좀 매운 걸 먹나요
P3 	: 글쎄요.
	  늘 씻겨 먹여서. . ㅎ
P2 	: 아직 저희 앤 물에 씻어줘도 맵다고 난리라
P1 	: 그런집들도 유니콘.....남편..ㅋㅋㅋㅋㅋㅋ
P1 	: 근데... 저는 초등이잖아요..
P1 	: 학교 급식이 애들한데 너무 매울꺼 같아요..
P2 	: 네네ㅔ
P2 	: 아 헉
P1 	: 진짜 빨간음식 많이 나오고..ㅠㅠ
P2 	: 간이 어른 간ㅇㄴ가요?
P1 	: 제입에 부족함이 없어요..ㅠㅠ
P1 	: 부족해야하거든요..
P1 	: 저학년은..  ㅠㅠㅠ
P2 	: 아 그래서 병설 급식이 맵다고 하는 거군요
P1 	: 네..ㅠㅠ
P1 	: 지역에서 잘한다는 영양사님들은 저학년 간은 따로 해주시던데..
P1 	: 대부분.... 하나로 먹이는 곳이 많더라고요.ㅠㅠ
P2 	: 매운 걸 미리 좀 훈련을 시켜야겎어료
P1 	: 훈련이 어느정도 되어있어야 아이가 안힘들어 할꺼에요.ㅠㅠㅠ
P2 	: 그렇겠네뇨 ㅜ
P3 	: 샤워하고 밥차리고 빨래(손빨래)하고 빨래개고..
	  스벅 가고.. ㅎ
P3 	: 오늘 제 일정이에요.ㅋ
P2 	: 손빨래?
P1 	: 크.... 너무나 부러운 일정입니다..
P1 	: 저는 지금 5시부터 시작괸 육아지옥..
P2 	: 다섯시요? ㅋ
P3 	: 저녁은 외식을 해야하는데.
	  먹고 싶은 게 없음.
P2 	: 낙지 먹고 싶네요 전 ㅋㅋㅋ
P3 	: 저는 오염있는 빨래를 손으로 빨고 세탁기 돌려요.ㅎ
P1 	: 갈비???
P2 	: 우와
P1 	: 저는 마이비얼룩제거제..칙칙...
P2 	: 혹시 마이비 얼룩제거제 써보셨나요 좋더데
P3 	: 빨래에 공을 많이 들임.
P2 	: ㅉ찌뽕
P1 	: 찌찌뽕{emoji:♡}
P1 	: 앗...마이비 찌찌뽕...ㅋㅋㅋㅋ
P3 	: 이것도 쓰는데
	  이것으로 안지워지는 얼룩 많음요.
P2 	: 빨래 막 해서 옷 다 상하는 집..
P1 	: 양말만 대충 비누 쓱쓱하고..
P2 	: 건조기도 마구 돌려요
P2 	: &name4&샘 왠지 건조기 안쓰실듯
P1 	: 얼룩 생기자 마자 하면 잘지더라고요..
P3 	: 아이 양말은 전부 손빨래
	  유치원에서 실내화 안씻음.
P2 	: 반성합니다
P1 	: 저는 겨울옷만. 건조기..
P3 	: 건조기 없어요.ㅋ
	  전기세 아깝기도 하고.. ㅋ
P1 	: 애들 여름옷은 그냥 널어요.ㅋㅋㅋ
P3 	: 통돌이라 놓을 곳이 마땅치 않음.
P1 	: 여긴 빨래가 안말라서.ㅠㅠㅠㅠ
P3 	: 아기사랑세탁기도 있고
P1 	: 건조기 또는 제습기에요.ㅠㅠ
P2 	: ㅎㅎㅎㅎ 저흰 모든 걸 그냥 건조기에 때렺박는데
P1 	: 처음 건조기에 수건 돌렸을때...
P3 	: 아.. 가끔 제습기로 말리기도 하고
	  빨래 1주 1회
P2 	: 옷이 많ㅇ 상하긴 해요
P1 	: 완전 신세계!!
P3 	: 1주동안 걍 말려요.
	  빨랫대에
P1 	: 저희집... 하루에도 빨래 3회...
P1 	: ㅠㅠㅠㅠㅠㅠ
P2 	: 헉
P2 	: 그럴수밖에 없을 거 같아요
P3 	: 한꺼번에 몽땅 돌림.
P1 	: 흰빨래+수건. 색빨래. 아기옷.^^
P2 	: 남편과 애기가 없으니 맛있는 걸 시켜먹어야겎어요
P3 	: 아.. 저는 세탁망하고
	  이염방지 시트 써서 세탁기 돌려요.
P1 	: 세탁지옥...ㅋㅋㅋ
P3 	: 가끔 수건은 따로 삶고
P2 	: 그래서 어제 세탁망 같이 사자고 ㅋㅋ
P2 	: 이염방지 시트 어디꺼 쓰세요
P3 	: 넘 더러운 것은 무조건 손빨래로 빨고 헹구고 같이 돌림.
P2 	: 배워갑니다 
P3 	: {share:photo}
P3 	: 닥터베크만 쓰나봄
P1 	: 따로빨아서 이염방지 따로 필요 없더라고요. ><
P2 	: 오 저도 살래요
P2 	: 저흰 같이 빨고 이염방지도 안 쓰고..ㅋㅋ
P2 	: 남편이 가끔 지 옷 비싼 것만 따로 빨더라고요
P3 	: 어떤 사람말로는
	  물티슈 2장이 같은 효과라고
P1 	: 쓰는분들은 다들 추천하던데..
P2 	: 오 물티슈?!
P3 	: 저는 일단 씻습니다.
	  열톡하셔요. ㅎ
P2 	: 네 쓱쓱싹싹
P1 	: ....치사한데?
P2 	: ㅋㅋㅋ맞아요 치사빤쓰
P2 	: 다른 빨래는 드러운 것도 한꺼번에 돌리면서
P1 	: 흥..
P1 	: 용서할 수 없다.
P2 	: ㅋㅋㅋㅋ 그래서 성에 안차는 남편
P1 	: 인정합니다
P1 	: 치사빤쓰는 못참죠!!!
P2 	: 점심은 뭘 드시나요
P0 	: 저희 카페 인기템 주은농장 샐러드 채소 처음 시켜봤는데 완전 싱싱하고 맛나네요~~~
P0 	: 점심은 지금 아침식사 끝났으면 패스 아닌가요 {emoji:🤔}
P2 	: ㅋㅋㅋ 그렇네요
P0 	: 밥먹고 커피내려 먹는데 남편 자기도 한잔 달라는데 아가 아침에 먹는거 봤는데
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 저흰 아침을 안 먹고 주전부리만 ㅋㅋ
P0 	: 무슨 커피를 '라떼만'드시는데
P0 	: 하루 세네잔을 마셔요
P0 	: 일주일 우유 5팩
P1 	: 와!
P2 	: ㅋㅋㅋ 라떼가 속이 편해서
P0 	: 살빼는 중인데 우유로 배채우나 신생아만큼 먹냐소
P1 	: 진짜.!!
P0 	: 한소리 또 했더니 열받아서 혼자 내려먹네요
P1 	: 살이... 안빠지실텐데...
P0 	: 아 진짜 돼지....
P1 	: 우류를 저마니 드시면...
P0 	: 100키로 넘음
P2 	: ㅋㅋㅋㅋ 먹는 걸로 뮤ㅓ라고 하면 열받아하죠
P0 	: 살뺄 의지가 없는거죠
P0 	: 진짜 빼야되는 몸무게 아닙니까
P2 	: 아 왜 난 오늘도 찔리지?
P1 	: 아.. 어...음....
P0 	: &name3&샘도 세자리수인걸로..
P1 	: 악.ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ 맥락이 그렇ㄱ 됩니까
P2 	: 근데 제 남편 180에 63-4인데 100키로가 나을 거 같기도 해요
P0 	: 와우... 아 좀 섞자
P0 	: 배까고 맨날 뒹굴뒹굴 누워있어요..
P1 	: 오ㅏ..
P2 	: 성에 안 참
P2 	: ㅋㅋㅋㅋㅋㅋ 여러 이유로
P0 	: 뭐가나을랑가... 어쨋든 그래서 커피 안준건 제잘못일까요
P2 	: 아메리카노는 안 드세요? ㅋ
P0 	: 거의 안먹죠
P0 	: 여름에 얼음먹기용도
P1 	: 선생님들 커피 취향은 뭐에요?
P0 	: 저도 주로 아이스 라떼나 아메리
P0 	: 단거 싫어해요 ~
P2 	: 따아
P2 	: 가끔 바아라..
P1 	: 전 뭐든 커피면 땡큐...
P1 	: 단거는 단거대로...
P2 	: 아 그렇긴 해요 ㅋㅋ
P1 	: 쓴건 쓴거대로..ㅋㅋㅋ
P2 	: {emoji}
P2 	: ㅋㅋㅋ 커피 한잔 해야겠어요
P1 	: 크..
P1 	: 여기 유동커피라고
P1 	: 커피로 굉장히 성공한 집이 있거든요?
P0 	: 유동골뱅이
P1 	: 악.ㅋㅋㅋ
P1 	: 로스팅에 따라서 정말 맛이 다 다르구나..
P1 	: 처음으로 알게 해줬던 집..
P3 	: 잠깐 사이 60톡..
P2 	: 유동 골뱅이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 음이 막 생각나고요..
P2 	: 제주 유동 커피 - 메모한다
P1 	: 머리속에 재생... 빠밤.
P1 	: 부산에도 있습니다..
P3 	: 더러운 옷 빨래하라고 알아서 내놓지 않는 것보다
	  자기거라도 직접 빠는 게 진짜 다행잉.
P1 	: 백화점에 입점한거 같더라고요.
P1 	: 이곳저곳.. 많을꺼에요..
P2 	: 아 체인점이군요
P1 	: 네 체인점 같이 생겼어요
P2 	: ㅋㅋㅋ긍정적 &name4&샘
P3 	: 방금 목욕 끝내고
	  간만에 첨으로 홀랑당 다 벗고 몸무게 재봄.
P1 	: 재고 싶지 않다...ㅋㅋㅋㅋ
P3 	: 내가 요즘 맘고생이 심하더니
P2 	: 두둥
P2 	: 과연
P3 	: 나이랑 같은 몸무게
P2 	: 헐
P2 	: 대박이네뇨
P3 	: 이케 빠진 적이 없었는데..
	  남편을 잡아야겠음..
	  나이 먹어서 추해보이게 생겼네요.;
P0 	: 급식좀 먹어요 ㅠㅠ
P3 	: 어젠 갑자기 남편이 볼살이 없어보인다고
	   .
P2 	: 급식이 열량도 높고
P1 	: 암생각없이 많이 먹고..
P1 	: ㅋㅋㅋ
P3 	: 외식하는데 돈을 더 써겠으요.
P2 	: 남이 차려주고 ㅋㅋ
P1 	: 크
P1 	: 최고다.
P0 	: 레고 수발들며 카톡하며 빨래개며 커피마시며
P1 	: 제가 작년에 임신한 상태에서 6개월 복직했었거든요??
P0 	: 멀티하느라 힘들구먼요
P1 	: 전교에서 제가 제일 많이 먹음...ㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 한솥
P1 	: 분명 복직전에... 미쓰쌤들이..
P0 	: ㅋㅋㅋㅋㅋㅋㅋ맞아 복직후 행복했던 급식의 기억
P1 	: 학교 급식 쓰레기라고.. 맛 없다고 했는데...
P2 	: 아 맞앙 아가씨 땐 급식 많이 먹는 아줌마 샘들이 
P1 	: 뭐래.... 존맛....
P3 	: ㅎㅎ
	  그래도 맛있는..ㅋ
P2 	: ㅋㅋㅋ 이상했는데
P1 	: 니들이... 내나이 되어봐라...
P0 	: 근데 초등급식은 좀 맛없울것 갗아요
P1 	: 흥..
P1 	: 아 그건 맞아요..
P2 	: 건강식
P1 	: 고딩때 급식과는 달라요.ㅠㅠㅠ
P0 	: 고등은 진짜 대애애애애받
P3 	: 배가 고프지않아도 급식대신 먹을 먹거리를 찾아야겠음요.
P1 	: 교장쌤이 된 은사님 찾아갔다가
P0 	: 너무 맛있어서 오후시간이 너무 거북해서 급식을 먹을 수가 없늠
P1 	: 얻어먹은 고등학교 급식..
P2 	: ㅋㅋㅋㅋㅋ 맞아요 넘 맛있어서 주체 못하고 흡입
P1 	: 대애애애애박..
P0 	: 밥도 먹이고 있었네요
P1 	: 내가 고등학교때 이걸 먹고도...
P1 	: 쉬는시간마다 매점 질주를 했었다니..
P2 	: 고딩 땐 왜케 계속 배가 고팠지
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 5교시 수업하면서 아 배불러 아 배불러
P2 	: 나이드니 소화능력이 점점 떨어져서
P1 	: 성장기 아이들..ㅋㅋㅋㅋ
P1 	: 물론 옆으로만 성장했다고 한다...ㅋㅋㅋㅋ
P2 	: 제 키는 초 6때 완성됐는데.. 몸무게는 끝없이...
P1 	: 저도요...ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋ왜 급식 맛있는지 몰랐지 그땐
P2 	: ㅋㅋㅋ 내가 밥 안했으니까
P0 	: 오홍  저는 초6부터 급성장 했어요 6학년 때 8센티큼
P1 	: 오...
P2 	: 오 그게 좋은 거 같아요 전 넘 어릴 때부터 커서
P1 	: 저는 그래서...
P2 	: ㅋㅋㅋㅋㅋ 초경도 5학년 때 했는데
P1 	: 간신히 땅꼬미 면함..ㅋㅋㅋ
P2 	: 우리 애가 빨리 할까봐 걱정
P0 	: 전 중1때 ㅎㅎ
P3 	: [타임커머스 티몬] [66릴레이] 위시키즈X파코라반 백화점 유아동 브랜드 여름 유아복/출산준비/아동복/원피스/상하세트/티셔츠 4,900원
P2 	: 핫딜인가요
P3 	: 티몬에서 돈쓰래요.
P3 	: 500 종류가 넘네요.
P0 	: 옷은 너무 많아서.. 보지 않겠어요
P1 	: 2222
P1 	: {share:photo}
P1 	: 둘째옷만 이만큼....
P0 	: 여름옷만 저정도..
P0 	: 정리 잘 하시네요...사이사이 저 칸막이 좋구만요
P1 	: 긴 바지 몇개 있어서 더 많아 보이네여..
P1 	: 저 칸막이 강추입니다..
P2 	: 진짜 정리 잘하셔요
P0 	: 안할래요... 큰집으로 이사가면 할게요..
P1 	: 원래는 제가 저런사람이 아니에요..ㅠㅠ
P2 	: 칸막이 좋네요..
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 하지만 저도 안할래요
P3 	: 이쁜 반바지가 없음.
P2 	: 언젠가 이사가면... 
P1 	: 애가 셋이니....
P2 	: 애들 여럿이면 옷 정리는 대체 어찌한답니까 ㅋㅋ 하
P1 	: 저렇게 정리 안해주면.. 찾을 수가 없어요....
P1 	: 까하하하하하
P2 	: 그럴 거 같아요 진짜
P1 	: 5단 서랍장 2개가 있고요...
P0 	: 진짴ㅋㅋㅋ
P3 	: 저도 처음엔 칸막이 없어도 저리 정리를 해놓는데
	  옷 바꿀 때쯤 되면 다 흐트러짐.
P1 	: 1층 둘째. 2층 첫째. 3층 저. 4층 남편 5층 막내꺼 들어있어여.ㅋㅋㅋㅋㅋ
P3 	: 저는 아점 준비.. ㅎ
P1 	: 칸막이 없으면 진짜 금방 흐트러지더라고요.ㅠㅠ
P1 	: 그래서 칸막이 구매..ㅋㅋㅋ
P2 	: 맞아요 결국 흐트러짐
P1 	: 아침 먹고나니.. 점심뭐먹지 하고 있네요..ㅠ
P1 	: 뭐드시나요..ㅠ
P2 	: 전 바로그집 시켰어요
P1 	: 흐... 돌밥돌밥....ㅠ
P1 	: {share:info}
P2 	: 바로그집 떡볶이가 혹시 대전에만 있나요?
P1 	: 떡볶이인가요..
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 여긴없는듯요?
P2 	: 몰랐어요ㅎㅎ 네 떡볶이 쫄면 김밥 시켰네여 혼자 있는데
P1 	: 크......
P1 	: 나도 시키까...
P1 	: 이게 1인분이죠!
P2 	: 이게 딱이죠! ㅋㅋ 배우신 분
P1 	: 혼자이니 많이 먹고 낮잠 딱?
P2 	: ㅋㅋㅋ 김밥은 몇 개 먹고 남으면 이따 하씩 집어 먹구
P0 	: 저는 떡볶이 싫어함..
P1 	: 글쵸글쵸..
P2 	: 시험문제....
P1 	: 악.....
P1 	: ㅠ
P2 	: 헐 &name1&쌤 떡볶이를.. 싫어하다니
P1 	: 뭘 좋아하시나요?
P0 	: &name4&샘 아직 첫끼전이었다니
P2 	: 날씬이인가요
P0 	: 곱창대창막창
P1 	: &name1&쌤 날씬이인듯..
P2 	: ㅋㅋㅋ &name2&샘 찌찌뽕
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어.. 아니네?
P2 	: 날씬이들이 떡볶이 싫어하던데
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 내장러버들도 날씬이 잘 없는데..
P2 	: 단지 육식동물이었을뿐?
P1 	: 혹시 유니콘이세여?
P0 	: 한국여성 대부분 좋아한다는 떡볶이 앤드 치킨 싫어함
P1 	: 없어서 못먹음..
P2 	: 헉 
P2 	: 제가 젤 좋아하는 음식 ㅋㅋ
P1 	: 저희집은..
P1 	: 2치킨....
P1 	: 한마리 너무 많이 부족..
P1 	: 2치킨은 되어야...
P2 	: 전 저런 장기나 회나 족발 순대 닭발 이런 ㄱ징그러운 걸 못 먹습니다 ㅋㅋ
P0 	: 근데 치킨 한마리는 사실 2인분이죠 ㅎㅎ
P1 	: 전 잘먹어요..ㅋㅋㅋ
P2 	: 식구가 5명인데 2마리는 돼야죠 (신생아 포함이지만 ㅋㅋㅋ)
P0 	: ㅋㅋ전 곱창대창막창쭈꾸미닭발 주로 매운 안주류들 좋아해요
P1 	: 지금 나온 음식들 다 좋아함.ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ이러니 내가.... 또르르.....ㅠ
P2 	: ㅋㅋㅋ 근데 전 어릴 떄 못 먹어봐서
P2 	: 커서도 못 먹는 거예요 ㅋㅋㅋ 흑흑 
P2 	: 우리 애는 누가 대신 좀 다양하게 먹여주면 좋겠네요 ㅋㅋ
P1 	: 다양하게 잘 먹인다고..
P1 	: 커서 다양하게 먹는건 아니더라고요..
P1 	: 지인중에 진짜 신경써서 다양하게 해서!! 먹인 집있는데..
P2 	: 아 그래요!?
P1 	: 뷔페가서 먹을 음식이 없대요....
P1 	: 엄마그 너무 잘해먹여서....
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 대충 먹입니다
P1 	: 성에 안참...
P0 	: 일단한번 먹어보세요 &name3&샘
P1 	: 그냥... 적당히 먹여요.
P0 	: 어떻게 곱창막창이 맛없을 수 있을까요
P3 	: 낙지볶음에 낙지가 부족해
	  오징어를 추가했더니
	  맛이 변한 듯..ㅋ
P1 	: 아...안돼...
P0 	: 헉 그건 정말 안될일이네요....
P2 	: ㅋㅋ 징그러워서 못 먹겠어요... ㅋㅋ
P1 	: 뭐 안먹으면 좋은 음식이래요..ㅋㅋㅋㅋ
P2 	: 저는 그 뭐냐 중간 정도의 채식 우유 계란 해산물 먹는... 그것도 가능한 입맛이에요 
P1 	: 구지 억지로 먹을필요 없다..
P2 	: 고기 없이도 살 수 있으나 떡볶이 없으면 못 산다
P0 	: 아 맞다 곱찬막탕대창보다 해산물 더 좋아해요
P0 	: 회 새우 게 {emoji:🦀}
P2 	: 하 게 먹고 싶네요
P2 	: 누가 살 다 발라주고 ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ발라먹는 재미죠
P2 	: 입에 넣어주면 좋겠어요 
P0 	: 난 발라주먄 싫던데ㅠㅠ
P1 	: 나도..
P1 	: 쫩쫩 거리면서 내가 먹어야해.
P2 	: ㅋㅋㅋㅋ 꽃게가 맛있는데 들이는 노동에 비해 너무 결실이 적지 않나요
P1 	: 그렇죠.ㅋㅋㅋ
P2 	: 그래서 그냥 잔뜩 발라서 밥그릇에 쌓아주면 좋겠어요 ㅋㅋ
P2 	: 많이 먹게
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이거 남편이 해주나요??
P1 	: 이거 해주면 찐사랑이라고 생각합니다. {emoji:✋}
P2 	: 전엔 해줬는데 ㅋㅋㅋㅋ 
P1 	: 오오오ㅗ
P2 	: 이젠 둘다 애 먹이기 바쁘지요 ㅋㅋㅋ
P1 	: 우린 각자 입에 넣기도 바쁨..
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 조개구이 먹으면서 소주 한잔 때리고 싶네요 ㅋㅋ 내일이 없는 사람처럼 ㅋㅋ
P0 	: 내일이 없는 사람처럼{emoji:♡}
P3 	: 저녁은 회를 먹어야..
P1 	: 크...
P1 	: 떡볶이는 저희 집으로 보내주세요..
P2 	: ㅋㅋㅋ 내일 모레 도착할듯
P1 	: 제주도 서귀포시 서호남로...
P0 	: ㅋㅋㅋㅋ굳은 떡볶이
P3 	: 딸아이 아침은 적당히
	  남편의 아침은 알아서
	  나랑 남편은 점심부터
	  
	  다들 맛점하삼.
P2 	: 네네 다들 맛있게 드세요
P0 	: ㅎㅎ 그런거군요 저는 뭐 갑자기 남편이 아이한테 레고 사러갈까?
	  부글부글...
P0 	: 레고가 1.2만원도 아니고....
P2 	: 왜 상의없이 갑자기!
P3 	: 그러게요.
	  레고는 핫딜일 때 사야
P2 	: 그러게요 넘 비싸
P3 	: 본인의 용돈으로 사주시나?
P2 	: 저희는 용돈의 개념이 없는데... &name4&샘 사부님 용돈은 얼마인가요
P3 	: 곗돈 15만원 보험금 12만원, 전교조 회비 등등 포함해서 70이라
	  아마 35~40 정도
P2 	: 헉 엄청 적은 느낌
P0 	: 본인 용돈으로 안삽니다 당연히..
P0 	: 옆에서 한숨쉬며 막 치우고 청소하고 있으니까  도망갈 요량으로 더 열받게 하네요
P0 	: {emoji}
P1 	: ㅂㄷㅂㄷ...
P2 	: 한번 열받은 날은 계속 엶방죠 ㅋㅋ
P0 	: 가서 직접 원하는 것을 골라야 더 즐겁게 하고 잘 가지고 논다며
P3 	: 저는 용돈없어요.
	  그냥 막씀.
	  아 저 돈에 기름값, 학년회비도 포함되네요.
P0 	: 오늘 마트 여는 날인가요
P0 	: 닫아라제발
P1 	: 저는... 남편 30...
P3 	: 맞는 말씀이나 뒷감당이..
P1 	: 그래봐야 몇일 안감
P1 	: 모든 장난감의 운명..
P2 	: 다들 용돈이 있군요 저희 남편은 그냥 얼마를 저한테 보내주는 식인데
P0 	: 맞는 말이긴 하죠 . 아침부터 이미 수회 만들었던거 다시하고 있으니 가여웠나보죠
P1 	: 그게 좋은건데요...
P0 	: 우리 남편은 40
P1 	: 레고의 매력..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 정리,감당 안되는 매력
P2 	: 아 진자 레고는 어찌 정리하나요
P3 	: 저는 섞지 않아요.
	  걍 따로 따로 놀게함.
P2 	: 리빙박스 같은 곳에 넣어두시나요
P1 	: 정리 잘하는 언니 보니
P2 	: 네네
P1 	: 파일박스에 책별로 정리하더라고요
P2 	: 파일 박스??
P1 	: A4 파일 상자 크리 에이 티브 다기능 투명 휴대용 플라스틱 대용량 문서 편지지 저장소 단일 레이 최저가 13,874원 ~ 최고가 13,874원
P1 	: 이런거요
P2 	: 아 여기에 들어가나요??
P1 	: 레고 라지박스 이런거는 그냥 상자로 보괔
P1 	: 보관
P1 	: 품번있는 애들은. 저런게 책한권분량은 다 들어간대요
P2 	: 아! 품번도 있군요 전 아직 듀플로 한 개밖에 없어서
P1 	: 듀플로는 걍 다 섞어서 보관이죠..
P1 	: 답없음.ㅋㅋㅋㅋㅋ
P2 	: 으악ㅋ ㅋㅋㅋ
P1 	: 저건 클래식 크기 보관용이에요
P0 	: 저도 이렇게 정리하는데 이것더 완전치 못해요
P2 	: 다들 정리왕
P0 	: 왜냐면 애가 만들고 바로 부시는 걸 싫어하니 일정기간 전시해놓고 갖고 놀고 그러다보면 조각들 떨어지고 다른거랑 섞이고 변신시킨다고 합치고
P1 	: {share:photo}
P1 	: 저희집은 지금 이꼴^^
P0 	: 결국 노답입니다
P0 	: {share:photo}
P1 	: 방학때 결국 한번씩 다 조립해서 정리 필요하더라고요..
P0 	: 정리잘하는 언니 느낌은 주고 싶네요
P1 	: 크...
P0 	: 현실은..
P3 	: 저는 벌크 2종류는 각각 
	  리빙박스에
	  다른 것은 지퍼백에 담아서 벌크 들어있는 리빙박스에 넣어뒀어요.
P0 	: {share:photo}
P2 	: 아 지퍼백이 최고
P0 	: 노답 ㅜㅜ
P2 	: 아 레고를 안사는 게 답인가봐요
P3 	: 레고 그만 사도 되겠는데요.
P1 	: 대충봐도 over 50만....
P3 	: 저는 얼마 전에 18세 이상용 레고 1000피스 넘는 거 조립하다
	  제가 조각 찾아주는 거 보고
	  제 숨은 재능 발견..ㅎ
	  
	  없는 조각은 레고코리아에 주문해서 것도 3번 이나.. 
	  완성했네요.
P0 	: ㅋㅋㅋㅋㅋㅋㅋ찾아주는 재능인가요
P0 	: {share:photo}
P0 	: 아들의 보물 상자인데요.. 찍으려니 뺏어가는데 저 안에 저 팬티는 뭐죠.... 지금 첫 발견
P3 	: ㅎㅎ
	  악.  빨아놓은 팬티면 좋으련만..ㅋ
	  전 빨래 시작..ㅎ
P0 	: 보니 오늘 팬티네요... 노팬티 상태 네욬ㅋㅋㅋㅋ
P1 	: 진정한 자유인..
